ExitTime,NetPL,ReturnPct
2024-12-31,156.81,6.2724
2025-01-31,275.53999999999996,11.021599999999998
2025-02-28,433.24,17.3296
2025-03-31,1383.42,55.33680000000001
2025-04-30,4349.58,173.9832
2025-05-31,-2021.0,-80.84
2025-06-30,-168.97000000000003,-6.758800000000001
2025-07-31,-3.5900000000000887,-0.14360000000000356
2025-08-31,388.33,15.533199999999999
2025-09-30,-282.70000000000005,-11.308000000000002
