Id,EntryTime,ExitTime,EntryPrice,ExitPrice,Qty,TradePL,BaseStrategy,EntrySide,ExitSide,ExitReason,HoldMins,Commission,NetPL,GrossPL,Direction,Session
186,,2025-06-11 14:15:00,,,-1.0,-103.75,SuperSignal_v7_RTH15_v43,Sell to Close,Sell to Close,Close,,4.04,-107.79,-103.75,Unknown,Unknown
188,,2025-06-13 14:30:00,,,-1.0,-170.0,SuperSignal_v7_RTH15_v43,Sell to Close,Sell to Close,Close,,4.04,-174.04,-170.0,Unknown,Unknown
190,,2025-06-16 15:15:00,,,-1.0,-83.75,SuperSignal_v7_RTH15_v43,Sell to Close,Sell to Close,Close,,4.04,-87.79,-83.75,Unknown,Unknown
192,,2025-06-17 14:30:00,,,1.0,100.0,SuperSignal_v7_RTH15_v43,Buy to Close,Buy to Close,Close,,4.04,95.96,100.0,Unknown,Unknown
194,,2025-06-18 15:00:00,,,-1.0,-77.5,SuperSignal_v7_RTH15_v43,Sell to Close,Sell to Close,Close,,4.04,-81.54,-77.5,Unknown,Unknown
196,,2025-06-23 18:00:00,,,-1.0,125.0,SuperSignal_v7_RTH15_v43,Sell to Close,Sell to Close,Close,,4.04,120.96,125.0,Unknown,Unknown
198,,2025-06-24 15:15:00,,,-1.0,115.0,SuperSignal_v7_RTH15_v43,Sell to Close,Sell to Close,Close,,4.04,110.96,115.0,Unknown,Unknown
200,,2025-06-27 16:00:00,,,1.0,-131.25,SuperSignal_v7_RTH15_v43,Buy to Close,Buy to Close,Close,,4.04,-135.29,-131.25,Unknown,Unknown
202,,2025-06-30 15:15:00,,,1.0,-65.0,SuperSignal_v7_RTH15_v43,Buy to Close,Buy to Close,Close,,4.04,-69.04,-65.0,Unknown,Unknown
204,,2025-06-30 18:00:00,,,-1.0,-36.25,SuperSignal_v7_RTH15_v43,Sell to Close,Sell to Close,Close,,4.04,-40.29,-36.25,Unknown,Unknown
206,,2025-07-01 12:15:00,,,1.0,-117.5,SuperSignal_v7_RTH15_v43,Buy to Close,Buy to Close,Close,,4.04,-121.54,-117.5,Unknown,Unknown
208,,2025-07-08 13:30:00,,,-1.0,-102.5,SuperSignal_v7_RTH15_v43,Sell to Close,Sell to Close,Close,,4.04,-106.54,-102.5,Unknown,Unknown
210,,2025-07-08 18:00:00,,,1.0,-1.25,SuperSignal_v7_RTH15_v43,Buy to Close,Buy to Close,Close,,4.04,-5.29,-1.25,Unknown,Unknown
212,,2025-07-09 16:00:00,,,1.0,-100.0,SuperSignal_v7_RTH15_v43,Buy to Close,Buy to Close,Close,,4.04,-104.04,-100.0,Unknown,Unknown
214,,2025-07-10 14:00:00,,,-1.0,86.25,SuperSignal_v7_RTH15_v43,Sell to Close,Sell to Close,Close,,4.04,82.21,86.25,Unknown,Unknown
216,,2025-07-14 18:00:00,,,-1.0,60.0,SuperSignal_v7_RTH15_v43,Sell to Close,Sell to Close,Close,,4.04,55.96,60.0,Unknown,Unknown
218,,2025-07-16 18:00:00,,,-1.0,-28.75,SuperSignal_v7_RTH15_v43,Sell to Close,Sell to Close,Close,,4.04,-32.79,-28.75,Unknown,Unknown
220,,2025-07-22 18:00:00,,,-1.0,-17.5,SuperSignal_v7_RTH15_v43,Sell to Close,Sell to Close,Close,,4.04,-21.54,-17.5,Unknown,Unknown
222,,2025-07-23 16:00:00,,,-1.0,85.0,SuperSignal_v7_RTH15_v43,Sell to Close,Sell to Close,Close,,4.04,80.96,85.0,Unknown,Unknown
224,,2025-07-24 16:00:00,,,-1.0,-67.5,SuperSignal_v7_RTH15_v43,Sell to Close,Sell to Close,Close,,4.04,-71.54,-67.5,Unknown,Unknown
226,,2025-07-25 13:45:00,,,-1.0,65.0,SuperSignal_v7_RTH15_v43,Sell to Close,Sell to Close,Close,,4.04,60.96,65.0,Unknown,Unknown
228,,2025-07-28 14:15:00,,,1.0,58.75,SuperSignal_v7_RTH15_v43,Buy to Close,Buy to Close,Close,,4.04,54.71,58.75,Unknown,Unknown
