Id,EntryTime,ExitTime,EntryPrice,ExitPrice,EntryQty,ExitQty,QtyAbs,TradePL,GrossPL,Commission,NetPL,PointsPerContract,GrossAmount,NetAmount,AmountExit,PositionAfterExit,BaseStrategy,StrategyRaw,Symbol,EntrySide,ExitSide,ExitReason,Direction,HoldMins,StrategyBucket,Session,SLBreached,SLCorrection,AdjustedNetPL
46,,2024-12-05 13:30:00,,,,-1.0,1.0,-10.0,-10.0,4.04,-14.04,-2.808,-10.0,-14.04,-5.0,0.0,SuperSignal_v6,SuperSignal_v6(STC Stop),,Sell to Close,Sell to Close,Close,Unknown,,Other,Unknown,False,0.0,-14.04
48,,2024-12-05 16:30:00,,,,1.0,1.0,53.75,53.75,4.04,49.71,9.942,53.75,49.71,5.0,0.0,SuperSignal_v6,SuperSignal_v6(BTC Target),,Buy to Close,Buy to Close,Close,Unknown,,Other,Unknown,False,0.0,49.71
50,,2024-12-06 05:15:00,,,,1.0,1.0,20.0,20.0,4.04,15.96,3.192,20.0,15.96,5.0,0.0,EMA_Inversion_33,EMA_Inversion_33(BTO 1),,Buy to Close,Buy to Close,Close,Unknown,,Other,Unknown,False,0.0,15.96
52,,2024-12-06 08:45:00,,,,-1.0,1.0,63.75,63.75,4.04,59.71,11.942,63.75,59.71,-5.0,0.0,EMA_Inversion_33,EMA_Inversion_33(STO -1),,Sell to Close,Sell to Close,Close,Unknown,,Other,Unknown,False,0.0,59.71
54,,2024-12-06 13:15:00,,,,1.0,1.0,-32.5,-32.5,4.04,-36.54,-7.308,-32.5,-36.54,5.0,0.0,SuperSignal_v6,SuperSignal_v6(BTC Stop),,Buy to Close,Buy to Close,Close,Unknown,,Other,Unknown,False,0.0,-36.54
56,,2024-12-06 16:00:00,,,,1.0,1.0,-38.75,-38.75,4.04,-42.79,-8.558,-38.75,-42.79,5.0,0.0,SuperSignal_v6,SuperSignal_v6(BTC Stop),,Buy to Close,Buy to Close,Close,Unknown,,Other,Unknown,False,0.0,-42.79
58,,2024-12-09 05:45:00,,,,1.0,1.0,52.5,52.5,4.04,48.46,9.692,52.5,48.46,5.0,0.0,EMA_Inversion_33,EMA_Inversion_33(STC 1(52.50)),,Buy to Close,Buy to Close,Close,Unknown,,Other,Unknown,False,0.0,48.46
60,,2024-12-10 05:30:00,,,,-1.0,1.0,-135.0,-135.0,4.04,-139.04,-20.0,-135.0,-139.04,-5.0,0.0,EMA_Inversion_33,EMA_Inversion_33(STO -1),,Sell to Close,Sell to Close,Close,Unknown,,Other,Unknown,True,39.03999999999999,-100.0
62,,2024-12-10 09:30:00,,,,1.0,1.0,-28.75,-28.75,4.04,-32.79,-6.558,-28.75,-32.79,5.0,0.0,EMA_Inversion_33,EMA_Inversion_33(STC 1(0.00)),,Buy to Close,Buy to Close,Close,Unknown,,Other,Unknown,False,0.0,-32.79
64,,2024-12-10 11:15:00,,,,-1.0,1.0,-37.5,-37.5,4.04,-41.54,-8.308,-37.5,-41.54,-5.0,0.0,SuperSignal_v6,SuperSignal_v6(STC Stop),,Sell to Close,Sell to Close,Close,Unknown,,Other,Unknown,False,0.0,-41.54
66,,2024-12-10 15:15:00,,,,1.0,1.0,37.5,37.5,4.04,33.46,6.692,37.5,33.46,5.0,0.0,SuperSignal_v6,SuperSignal_v6(BTC Target),,Buy to Close,Buy to Close,Close,Unknown,,Other,Unknown,False,0.0,33.46
68,,2024-12-11 09:30:00,,,,1.0,1.0,-113.75,-113.75,4.04,-117.79,-20.0,-113.75,-117.79,5.0,0.0,EMA_Inversion_33,EMA_Inversion_33(STC 1(0.00)),,Buy to Close,Buy to Close,Close,Unknown,,Other,Unknown,True,17.790000000000006,-100.0
70,,2024-12-11 11:45:00,,,,-1.0,1.0,101.25,101.25,4.04,97.21,19.442,101.25,97.21,-5.0,0.0,SuperSignal_v6,SuperSignal_v6(STC Target),,Sell to Close,Sell to Close,Close,Unknown,,Other,Unknown,False,0.0,97.21
72,,2024-12-11 16:00:00,,,,-1.0,1.0,-28.75,-28.75,4.04,-32.79,-6.558,-28.75,-32.79,-5.0,0.0,SuperSignal_v6,SuperSignal_v6(STC Stop),,Sell to Close,Sell to Close,Close,Unknown,,Other,Unknown,False,0.0,-32.79
74,,2024-12-12 12:00:00,,,,-1.0,1.0,-50.0,-50.0,4.04,-54.04,-10.808,-50.0,-54.04,-5.0,0.0,SuperSignal_v6,SuperSignal_v6(STC Opposing),,Sell to Close,Sell to Close,Close,Unknown,,Other,Unknown,False,0.0,-54.04
76,,2024-12-12 14:00:00,,,,-1.0,1.0,-51.25,-51.25,4.04,-55.29,-11.058,-51.25,-55.29,-5.0,0.0,SuperSignal_v6,SuperSignal_v6(STC Stop),,Sell to Close,Sell to Close,Close,Unknown,,Other,Unknown,False,0.0,-55.29
78,,2024-12-13 10:45:00,,,,1.0,1.0,70.0,70.0,4.04,65.96,13.191999999999998,70.0,65.96,5.0,0.0,SuperSignal_v6,SuperSignal_v6(BTC Target),,Buy to Close,Buy to Close,Close,Unknown,,Other,Unknown,False,0.0,65.96
80,,2024-12-16 09:30:00,,,,1.0,1.0,-70.0,-70.0,4.04,-74.04,-14.808000000000002,-70.0,-74.04,5.0,0.0,EMA_Inversion_33,EMA_Inversion_33(STC 1(0.00)),,Buy to Close,Buy to Close,Close,Unknown,,Other,Unknown,False,0.0,-74.04
