DOW,count,sum,mean,win_rate_pct,profit_factor,low_sample_flag
Monday,13.0,120.55999999999995,9.273846153846149,53.84615384615385,1.2364338804887136,True
Tuesday,15.0,880.27,58.684666666666665,60.0,2.6699612991349215,True
Wednesday,23.0,788.15,34.267391304347825,56.52173913043478,1.8162451583504218,True
Thursday,11.0,318.64,28.967272727272725,63.63636363636363,1.8745917163011554,True
Friday,13.0,420.76,32.36615384615384,46.15384615384615,1.6010857142857142,True
Saturday,,,,,,True
Sunday,,,,,,True
