ExitTime,NetPL,ReturnPct
2024-12-31,-596.45,-23.858
2025-01-31,-534.82,-21.3928
2025-02-28,-211.07,-8.4428
2025-03-31,-649.15,-25.966
2025-04-30,-564.53,-22.5812
2025-05-31,-289.24,-11.569600000000001
2025-06-30,-321.07,-12.842799999999999
2025-07-31,-112.9,-4.516000000000001
2025-08-31,-251.74,-10.069600000000001
