Id,EntryTime,ExitTime,EntryPrice,ExitPrice,Qty,TradePL,BaseStrategy,HoldMins,Session,TradeType,RMultiple,Commission,NetPL
472,,2025-03-03 13:15:00,,,1.0,145.0,SuperSignal_v6,,Unknown,Unknown,,2.02,142.98
474,,2025-03-03 15:15:00,,,1.0,162.5,SuperSignal_v6,,Unknown,Unknown,,2.02,160.48
476,,2025-03-04 08:45:00,,,-1.0,-220.0,EMA_Inversion_33,,Unknown,Unknown,,2.02,-222.02
478,,2025-03-04 09:00:00,,,1.0,25.0,EMA_Inversion_33,,Unknown,Unknown,,2.02,22.98
480,,2025-03-04 09:15:00,,,-1.0,57.5,EMA_Inversion_33,,Unknown,Unknown,,2.02,55.48
482,,2025-03-04 09:30:00,,,1.0,65.0,EMA_Inversion_33,,Unknown,Unknown,,2.02,62.98
484,,2025-03-04 15:30:00,,,-1.0,216.25,SuperSignal_v6,,Unknown,Unknown,,2.02,214.23
486,,2025-03-05 04:00:00,,,1.0,57.5,EMA_Inversion_33,,Unknown,Unknown,,2.02,55.48
488,,2025-03-05 04:15:00,,,-1.0,22.5,EMA_Inversion_33,,Unknown,Unknown,,2.02,20.48
490,,2025-03-05 05:30:00,,,1.0,26.25,EMA_Inversion_33,,Unknown,Unknown,,2.02,24.23
492,,2025-03-05 07:00:00,,,-1.0,-71.25,EMA_Inversion_33,,Unknown,Unknown,,2.02,-73.27
494,,2025-03-05 07:15:00,,,1.0,0.0,EMA_Inversion_33,,Unknown,Unknown,,2.02,-2.02
496,,2025-03-05 09:30:00,,,-1.0,-108.75,EMA_Inversion_33,,Unknown,Unknown,,2.02,-110.77
498,,2025-03-05 10:15:00,,,1.0,-108.75,SuperSignal_v6,,Unknown,Unknown,,2.02,-110.77
500,,2025-03-05 12:45:00,,,1.0,-167.5,SuperSignal_v6,,Unknown,Unknown,,2.02,-169.52
502,,2025-03-05 15:15:00,,,-1.0,171.25,SuperSignal_v6,,Unknown,Unknown,,2.02,169.23
504,,2025-03-06 07:00:00,,,-1.0,-107.5,EMA_Inversion_33,,Unknown,Unknown,,2.02,-109.52
506,,2025-03-06 07:15:00,,,1.0,43.75,EMA_Inversion_33,,Unknown,Unknown,,2.02,41.73
508,,2025-03-06 09:30:00,,,-1.0,-72.5,EMA_Inversion_33,,Unknown,Unknown,,2.02,-74.52
510,,2025-03-06 18:00:00,,,1.0,61.25,SuperSignal_v6,,Unknown,Unknown,,2.02,59.23
512,,2025-03-07 06:15:00,,,1.0,-11.25,EMA_Inversion_33,,Unknown,Unknown,,2.02,-13.27
514,,2025-03-07 06:30:00,,,-1.0,10.0,EMA_Inversion_33,,Unknown,Unknown,,2.02,7.98
516,,2025-03-07 07:30:00,,,1.0,57.5,EMA_Inversion_33,,Unknown,Unknown,,2.02,55.48
518,,2025-03-07 08:45:00,,,-1.0,32.5,EMA_Inversion_33,,Unknown,Unknown,,2.02,30.48
520,,2025-03-07 09:00:00,,,1.0,125.0,EMA_Inversion_33,,Unknown,Unknown,,2.02,122.98
522,,2025-03-07 09:30:00,,,-1.0,-42.5,EMA_Inversion_33,,Unknown,Unknown,,2.02,-44.52
524,,2025-03-07 12:00:00,,,1.0,242.5,SuperSignal_v6,,Unknown,Unknown,,2.02,240.48
526,,2025-03-09 18:00:00,,,-1.0,13.75,SuperSignal_v6,,Unknown,Unknown,,2.02,11.73
528,,2025-03-10 05:30:00,,,-1.0,-117.5,EMA_Inversion_33,,Unknown,Unknown,,2.02,-119.52
530,,2025-03-10 06:00:00,,,1.0,10.0,EMA_Inversion_33,,Unknown,Unknown,,2.02,7.98
532,,2025-03-10 07:30:00,,,-1.0,6.25,EMA_Inversion_33,,Unknown,Unknown,,2.02,4.23
534,,2025-03-10 07:45:00,,,1.0,47.5,EMA_Inversion_33,,Unknown,Unknown,,2.02,45.48
536,,2025-03-10 09:30:00,,,-1.0,-96.25,EMA_Inversion_33,,Unknown,Unknown,,2.02,-98.27
538,,2025-03-10 12:30:00,,,1.0,248.75,SuperSignal_v6,,Unknown,Unknown,,2.02,246.73
540,,2025-03-11 08:15:00,,,1.0,42.5,EMA_Inversion_33,,Unknown,Unknown,,2.02,40.48
542,,2025-03-11 09:30:00,,,-1.0,-78.75,EMA_Inversion_33,,Unknown,Unknown,,2.02,-80.77
544,,2025-03-11 10:45:00,,,1.0,232.5,SuperSignal_v6,,Unknown,Unknown,,2.02,230.48
546,,2025-03-11 13:30:00,,,1.0,230.0,SuperSignal_v6,,Unknown,Unknown,,2.02,227.98
548,,2025-03-12 04:00:00,,,-1.0,85.0,EMA_Inversion_33,,Unknown,Unknown,,2.02,82.98
550,,2025-03-12 04:30:00,,,1.0,35.0,EMA_Inversion_33,,Unknown,Unknown,,2.02,32.98
552,,2025-03-12 04:45:00,,,-1.0,72.5,EMA_Inversion_33,,Unknown,Unknown,,2.02,70.48
554,,2025-03-12 09:30:00,,,1.0,-157.5,EMA_Inversion_33,,Unknown,Unknown,,2.02,-159.52
556,,2025-03-13 05:00:00,,,-1.0,-276.25,EMA_Inversion_33,,Unknown,Unknown,,2.02,-278.27
558,,2025-03-13 07:15:00,,,1.0,-82.5,EMA_Inversion_33,,Unknown,Unknown,,2.02,-84.52
560,,2025-03-13 07:30:00,,,-1.0,-22.5,EMA_Inversion_33,,Unknown,Unknown,,2.02,-24.52
562,,2025-03-13 07:45:00,,,1.0,37.5,EMA_Inversion_33,,Unknown,Unknown,,2.02,35.48
564,,2025-03-13 08:00:00,,,-1.0,31.25,EMA_Inversion_33,,Unknown,Unknown,,2.02,29.23
566,,2025-03-13 08:15:00,,,1.0,71.25,EMA_Inversion_33,,Unknown,Unknown,,2.02,69.23
568,,2025-03-13 08:45:00,,,-1.0,77.5,EMA_Inversion_33,,Unknown,Unknown,,2.02,75.48
570,,2025-03-13 10:15:00,,,1.0,26.25,SuperSignal_v6,,Unknown,Unknown,,2.02,24.23
572,,2025-03-13 11:45:00,,,1.0,158.75,SuperSignal_v6,,Unknown,Unknown,,2.02,156.73
574,,2025-03-13 18:00:00,,,1.0,-53.75,SuperSignal_v6,,Unknown,Unknown,,2.02,-55.77
576,,2025-03-14 04:30:00,,,-1.0,66.25,EMA_Inversion_33,,Unknown,Unknown,,2.02,64.23
578,,2025-03-14 07:00:00,,,1.0,-18.75,EMA_Inversion_33,,Unknown,Unknown,,2.02,-20.77
580,,2025-03-14 07:15:00,,,-1.0,-22.5,EMA_Inversion_33,,Unknown,Unknown,,2.02,-24.52
582,,2025-03-17 03:15:00,,,1.0,-435.0,EMA_Inversion_33,,Unknown,Unknown,,2.02,-437.02
584,,2025-03-17 04:45:00,,,-1.0,46.25,EMA_Inversion_33,,Unknown,Unknown,,2.02,44.23
586,,2025-03-17 08:15:00,,,1.0,-46.25,EMA_Inversion_33,,Unknown,Unknown,,2.02,-48.27
588,,2025-03-17 08:30:00,,,-1.0,-10.0,EMA_Inversion_33,,Unknown,Unknown,,2.02,-12.02
590,,2025-03-17 09:30:00,,,1.0,-85.0,EMA_Inversion_33,,Unknown,Unknown,,2.02,-87.02
592,,2025-03-17 14:45:00,,,-1.0,320.0,SuperSignal_v6,,Unknown,Unknown,,2.02,317.98
594,,2025-03-18 06:15:00,,,1.0,30.0,EMA_Inversion_33,,Unknown,Unknown,,2.02,27.98
596,,2025-03-19 04:30:00,,,-1.0,-208.75,EMA_Inversion_33,,Unknown,Unknown,,2.02,-210.77
598,,2025-03-19 05:15:00,,,1.0,23.75,EMA_Inversion_33,,Unknown,Unknown,,2.02,21.73
600,,2025-03-19 05:45:00,,,-1.0,57.5,EMA_Inversion_33,,Unknown,Unknown,,2.02,55.48
602,,2025-03-19 09:30:00,,,1.0,-36.25,EMA_Inversion_33,,Unknown,Unknown,,2.02,-38.27
604,,2025-03-19 12:00:00,,,-1.0,142.5,SuperSignal_v6,,Unknown,Unknown,,2.02,140.48
606,,2025-03-19 15:00:00,,,-1.0,106.25,SuperSignal_v6,,Unknown,Unknown,,2.02,104.23
608,,2025-03-20 07:00:00,,,-1.0,-247.5,EMA_Inversion_33,,Unknown,Unknown,,2.02,-249.52
610,,2025-03-20 07:30:00,,,1.0,0.0,EMA_Inversion_33,,Unknown,Unknown,,2.02,-2.02
612,,2025-03-20 08:00:00,,,-1.0,50.0,EMA_Inversion_33,,Unknown,Unknown,,2.02,47.98
614,,2025-03-20 08:15:00,,,1.0,21.25,EMA_Inversion_33,,Unknown,Unknown,,2.02,19.23
616,,2025-03-20 09:30:00,,,-1.0,-75.0,EMA_Inversion_33,,Unknown,Unknown,,2.02,-77.02
618,,2025-03-21 03:30:00,,,1.0,-72.5,EMA_Inversion_33,,Unknown,Unknown,,2.02,-74.52
620,,2025-03-21 06:15:00,,,-1.0,-13.75,EMA_Inversion_33,,Unknown,Unknown,,2.02,-15.77
622,,2025-03-21 06:45:00,,,1.0,55.0,EMA_Inversion_33,,Unknown,Unknown,,2.02,52.98
624,,2025-03-21 11:45:00,,,-1.0,-156.25,SuperSignal_v6,,Unknown,Unknown,,2.02,-158.27
626,,2025-03-21 14:00:00,,,-1.0,123.75,SuperSignal_v6,,Unknown,Unknown,,2.02,121.73
628,,2025-03-23 18:00:00,,,-1.0,72.5,SuperSignal_v6,,Unknown,Unknown,,2.02,70.48
630,,2025-03-24 05:45:00,,,1.0,-20.0,EMA_Inversion_33,,Unknown,Unknown,,2.02,-22.02
632,,2025-03-24 06:30:00,,,-1.0,37.5,EMA_Inversion_33,,Unknown,Unknown,,2.02,35.48
634,,2025-03-25 04:15:00,,,1.0,-138.75,EMA_Inversion_33,,Unknown,Unknown,,2.02,-140.77
636,,2025-03-25 06:00:00,,,-1.0,28.75,EMA_Inversion_33,,Unknown,Unknown,,2.02,26.73
638,,2025-03-25 16:00:00,,,1.0,-70.0,SuperSignal_v6,,Unknown,Unknown,,2.02,-72.02
640,,2025-03-26 07:30:00,,,-1.0,12.5,EMA_Inversion_33,,Unknown,Unknown,,2.02,10.48
642,,2025-03-26 11:30:00,,,1.0,158.75,SuperSignal_v6,,Unknown,Unknown,,2.02,156.73
644,,2025-03-27 04:45:00,,,-1.0,1.25,EMA_Inversion_33,,Unknown,Unknown,,2.02,-0.77
646,,2025-03-27 07:00:00,,,1.0,21.25,EMA_Inversion_33,,Unknown,Unknown,,2.02,19.23
648,,2025-03-27 08:00:00,,,-1.0,17.5,EMA_Inversion_33,,Unknown,Unknown,,2.02,15.48
650,,2025-03-27 08:15:00,,,1.0,17.5,EMA_Inversion_33,,Unknown,Unknown,,2.02,15.48
652,,2025-03-27 09:30:00,,,-1.0,-56.25,EMA_Inversion_33,,Unknown,Unknown,,2.02,-58.27
654,,2025-03-28 03:15:00,,,1.0,68.75,EMA_Inversion_33,,Unknown,Unknown,,2.02,66.73
656,,2025-03-28 05:15:00,,,-1.0,-6.25,EMA_Inversion_33,,Unknown,Unknown,,2.02,-8.27
658,,2025-03-28 08:30:00,,,1.0,2.5,EMA_Inversion_33,,Unknown,Unknown,,2.02,0.48
660,,2025-03-28 09:15:00,,,-1.0,11.25,EMA_Inversion_33,,Unknown,Unknown,,2.02,9.23
662,,2025-03-28 09:30:00,,,1.0,28.75,EMA_Inversion_33,,Unknown,Unknown,,2.02,26.73
664,,2025-03-31 03:45:00,,,-1.0,-683.75,EMA_Inversion_33,,Unknown,Unknown,,2.02,-685.77
666,,2025-03-31 04:45:00,,,1.0,47.5,EMA_Inversion_33,,Unknown,Unknown,,2.02,45.48
668,,2025-03-31 05:30:00,,,-1.0,-13.75,EMA_Inversion_33,,Unknown,Unknown,,2.02,-15.77
670,,2025-03-31 05:45:00,,,1.0,30.0,EMA_Inversion_33,,Unknown,Unknown,,2.02,27.98
672,,2025-03-31 08:45:00,,,-1.0,25.0,EMA_Inversion_33,,Unknown,Unknown,,2.02,22.98
674,,2025-03-31 09:00:00,,,1.0,-2.5,EMA_Inversion_33,,Unknown,Unknown,,2.02,-4.52
676,,2025-03-31 09:15:00,,,-1.0,-8.75,EMA_Inversion_33,,Unknown,Unknown,,2.02,-10.77
678,,2025-03-31 09:30:00,,,1.0,43.75,EMA_Inversion_33,,Unknown,Unknown,,2.02,41.73
680,,2025-03-31 12:00:00,,,-1.0,211.25,SuperSignal_v6,,Unknown,Unknown,,2.02,209.23
682,,2025-03-31 15:30:00,,,-1.0,142.5,SuperSignal_v6,,Unknown,Unknown,,2.02,140.48
684,,2025-04-01 03:45:00,,,1.0,72.5,EMA_Inversion_33,,Unknown,Unknown,,2.02,70.48
686,,2025-04-01 04:30:00,,,-1.0,26.25,EMA_Inversion_33,,Unknown,Unknown,,2.02,24.23
688,,2025-04-01 06:15:00,,,1.0,22.5,EMA_Inversion_33,,Unknown,Unknown,,2.02,20.48
690,,2025-04-01 09:15:00,,,-1.0,-1.25,EMA_Inversion_33,,Unknown,Unknown,,2.02,-3.27
692,,2025-04-01 10:45:00,,,1.0,60.0,SuperSignal_v6,,Unknown,Unknown,,2.02,57.98
694,,2025-04-01 14:15:00,,,-1.0,-116.25,SuperSignal_v6,,Unknown,Unknown,,2.02,-118.27
696,,2025-04-02 06:30:00,,,-1.0,-70.0,EMA_Inversion_33,,Unknown,Unknown,,2.02,-72.02
698,,2025-04-02 06:45:00,,,1.0,36.25,EMA_Inversion_33,,Unknown,Unknown,,2.02,34.23
700,,2025-04-02 08:15:00,,,-1.0,-66.25,EMA_Inversion_33,,Unknown,Unknown,,2.02,-68.27
702,,2025-04-02 08:30:00,,,1.0,77.5,EMA_Inversion_33,,Unknown,Unknown,,2.02,75.48
704,,2025-04-02 09:00:00,,,-1.0,58.75,EMA_Inversion_33,,Unknown,Unknown,,2.02,56.73
706,,2025-04-02 09:15:00,,,1.0,31.25,EMA_Inversion_33,,Unknown,Unknown,,2.02,29.23
708,,2025-04-02 09:30:00,,,-1.0,-25.0,EMA_Inversion_33,,Unknown,Unknown,,2.02,-27.02
710,,2025-04-03 03:15:00,,,1.0,425.0,EMA_Inversion_33,,Unknown,Unknown,,2.02,422.98
712,,2025-04-03 03:30:00,,,-1.0,67.5,EMA_Inversion_33,,Unknown,Unknown,,2.02,65.48
714,,2025-04-03 05:15:00,,,1.0,23.75,EMA_Inversion_33,,Unknown,Unknown,,2.02,21.73
716,,2025-04-03 07:15:00,,,-1.0,-51.25,EMA_Inversion_33,,Unknown,Unknown,,2.02,-53.27
718,,2025-04-03 07:30:00,,,1.0,40.0,EMA_Inversion_33,,Unknown,Unknown,,2.02,37.98
720,,2025-04-03 08:15:00,,,-1.0,75.0,EMA_Inversion_33,,Unknown,Unknown,,2.02,72.98
722,,2025-04-03 08:30:00,,,1.0,58.75,EMA_Inversion_33,,Unknown,Unknown,,2.02,56.73
724,,2025-04-04 03:15:00,,,-1.0,-546.25,EMA_Inversion_33,,Unknown,Unknown,,2.02,-548.27
726,,2025-04-04 03:45:00,,,1.0,47.5,EMA_Inversion_33,,Unknown,Unknown,,2.02,45.48
728,,2025-04-04 08:00:00,,,-1.0,-591.25,EMA_Inversion_33,,Unknown,Unknown,,2.02,-593.27
730,,2025-04-04 08:15:00,,,1.0,20.0,EMA_Inversion_33,,Unknown,Unknown,,2.02,17.98
732,,2025-04-04 08:30:00,,,-1.0,46.25,EMA_Inversion_33,,Unknown,Unknown,,2.02,44.23
734,,2025-04-04 08:45:00,,,1.0,-45.0,EMA_Inversion_33,,Unknown,Unknown,,2.02,-47.02
736,,2025-04-04 09:00:00,,,-1.0,22.5,EMA_Inversion_33,,Unknown,Unknown,,2.02,20.48
738,,2025-04-04 09:15:00,,,1.0,25.0,EMA_Inversion_33,,Unknown,Unknown,,2.02,22.98
740,,2025-04-04 09:30:00,,,-1.0,-32.5,EMA_Inversion_33,,Unknown,Unknown,,2.02,-34.52
742,,2025-04-04 11:00:00,,,1.0,580.0,SuperSignal_v6,,Unknown,Unknown,,2.02,577.98
744,,2025-04-04 13:30:00,,,1.0,396.25,SuperSignal_v6,,Unknown,Unknown,,2.02,394.23
746,,2025-04-04 14:45:00,,,1.0,270.0,SuperSignal_v6,,Unknown,Unknown,,2.02,267.98
748,,2025-04-07 04:00:00,,,-1.0,93.75,EMA_Inversion_33,,Unknown,Unknown,,2.02,91.73
750,,2025-04-07 07:00:00,,,1.0,-588.75,EMA_Inversion_33,,Unknown,Unknown,,2.02,-590.77
752,,2025-04-07 07:15:00,,,-1.0,110.0,EMA_Inversion_33,,Unknown,Unknown,,2.02,107.98
754,,2025-04-07 07:45:00,,,1.0,168.75,EMA_Inversion_33,,Unknown,Unknown,,2.02,166.73
756,,2025-04-07 08:00:00,,,-1.0,-1.25,EMA_Inversion_33,,Unknown,Unknown,,2.02,-3.27
758,,2025-04-07 08:15:00,,,1.0,61.25,EMA_Inversion_33,,Unknown,Unknown,,2.02,59.23
760,,2025-04-07 08:30:00,,,-1.0,192.5,EMA_Inversion_33,,Unknown,Unknown,,2.02,190.48
762,,2025-04-07 08:45:00,,,1.0,152.5,EMA_Inversion_33,,Unknown,Unknown,,2.02,150.48
764,,2025-04-07 09:00:00,,,-1.0,153.75,EMA_Inversion_33,,Unknown,Unknown,,2.02,151.73
766,,2025-04-07 09:15:00,,,1.0,170.0,EMA_Inversion_33,,Unknown,Unknown,,2.02,167.98
768,,2025-04-07 10:15:00,,,-1.0,676.25,SuperSignal_v6,,Unknown,Unknown,,2.02,674.23
770,,2025-04-07 14:30:00,,,-1.0,346.25,SuperSignal_v6,,Unknown,Unknown,,2.02,344.23
772,,2025-04-08 04:15:00,,,1.0,43.75,EMA_Inversion_33,,Unknown,Unknown,,2.02,41.73
774,,2025-04-08 04:45:00,,,-1.0,53.75,EMA_Inversion_33,,Unknown,Unknown,,2.02,51.73
776,,2025-04-08 05:30:00,,,1.0,42.5,EMA_Inversion_33,,Unknown,Unknown,,2.02,40.48
778,,2025-04-08 05:45:00,,,-1.0,46.25,EMA_Inversion_33,,Unknown,Unknown,,2.02,44.23
780,,2025-04-08 06:00:00,,,1.0,93.75,EMA_Inversion_33,,Unknown,Unknown,,2.02,91.73
782,,2025-04-08 06:45:00,,,-1.0,80.0,EMA_Inversion_33,,Unknown,Unknown,,2.02,77.98
784,,2025-04-08 07:15:00,,,1.0,36.25,EMA_Inversion_33,,Unknown,Unknown,,2.02,34.23
786,,2025-04-08 07:30:00,,,-1.0,82.5,EMA_Inversion_33,,Unknown,Unknown,,2.02,80.48
788,,2025-04-08 08:45:00,,,1.0,-165.0,EMA_Inversion_33,,Unknown,Unknown,,2.02,-167.02
790,,2025-04-08 09:00:00,,,-1.0,30.0,EMA_Inversion_33,,Unknown,Unknown,,2.02,27.98
792,,2025-04-08 09:30:00,,,1.0,-243.75,EMA_Inversion_33,,Unknown,Unknown,,2.02,-245.77
794,,2025-04-08 11:00:00,,,-1.0,-143.75,SuperSignal_v6,,Unknown,Unknown,,2.02,-145.77
796,,2025-04-08 12:45:00,,,1.0,231.25,SuperSignal_v6,,Unknown,Unknown,,2.02,229.23
798,,2025-04-09 03:30:00,,,1.0,82.5,EMA_Inversion_33,,Unknown,Unknown,,2.02,80.48
800,,2025-04-09 03:45:00,,,-1.0,170.0,EMA_Inversion_33,,Unknown,Unknown,,2.02,167.98
802,,2025-04-09 04:00:00,,,1.0,68.75,EMA_Inversion_33,,Unknown,Unknown,,2.02,66.73
804,,2025-04-09 04:45:00,,,-1.0,-110.0,EMA_Inversion_33,,Unknown,Unknown,,2.02,-112.02
806,,2025-04-09 05:45:00,,,1.0,-2.5,EMA_Inversion_33,,Unknown,Unknown,,2.02,-4.52
808,,2025-04-09 08:45:00,,,-1.0,-362.5,EMA_Inversion_33,,Unknown,Unknown,,2.02,-364.52
810,,2025-04-09 09:00:00,,,1.0,-113.75,EMA_Inversion_33,,Unknown,Unknown,,2.02,-115.77
812,,2025-04-09 09:15:00,,,-1.0,107.5,EMA_Inversion_33,,Unknown,Unknown,,2.02,105.48
814,,2025-04-09 13:00:00,,,1.0,-413.75,SuperSignal_v6,,Unknown,Unknown,,2.02,-415.77
816,,2025-04-09 13:30:00,,,-1.0,288.75,SuperSignal_v6,,Unknown,Unknown,,2.02,286.73
818,,2025-04-10 04:45:00,,,-1.0,-280.0,EMA_Inversion_33,,Unknown,Unknown,,2.02,-282.02
820,,2025-04-10 05:00:00,,,1.0,75.0,EMA_Inversion_33,,Unknown,Unknown,,2.02,72.98
822,,2025-04-10 06:15:00,,,-1.0,181.25,EMA_Inversion_33,,Unknown,Unknown,,2.02,179.23
824,,2025-04-10 07:00:00,,,1.0,90.0,EMA_Inversion_33,,Unknown,Unknown,,2.02,87.98
826,,2025-04-10 08:00:00,,,-1.0,76.25,EMA_Inversion_33,,Unknown,Unknown,,2.02,74.23
828,,2025-04-10 08:15:00,,,1.0,70.0,EMA_Inversion_33,,Unknown,Unknown,,2.02,67.98
830,,2025-04-10 09:30:00,,,-1.0,-82.5,EMA_Inversion_33,,Unknown,Unknown,,2.02,-84.52
832,,2025-04-10 12:00:00,,,1.0,607.5,SuperSignal_v6,,Unknown,Unknown,,2.02,605.48
834,,2025-04-10 18:00:00,,,1.0,-128.75,SuperSignal_v6,,Unknown,Unknown,,2.02,-130.77
836,,2025-04-11 05:15:00,,,-1.0,-27.5,EMA_Inversion_33,,Unknown,Unknown,,2.02,-29.52
838,,2025-04-11 07:30:00,,,1.0,-166.25,EMA_Inversion_33,,Unknown,Unknown,,2.02,-168.27
840,,2025-04-11 07:45:00,,,-1.0,-11.25,EMA_Inversion_33,,Unknown,Unknown,,2.02,-13.27
842,,2025-04-11 08:00:00,,,1.0,-42.5,EMA_Inversion_33,,Unknown,Unknown,,2.02,-44.52
844,,2025-04-11 08:15:00,,,-1.0,10.0,EMA_Inversion_33,,Unknown,Unknown,,2.02,7.98
846,,2025-04-11 09:00:00,,,1.0,80.0,EMA_Inversion_33,,Unknown,Unknown,,2.02,77.98
848,,2025-04-11 09:30:00,,,-1.0,-131.25,EMA_Inversion_33,,Unknown,Unknown,,2.02,-133.27
850,,2025-04-11 12:00:00,,,1.0,-198.75,SuperSignal_v6,,Unknown,Unknown,,2.02,-200.77
852,,2025-04-13 18:00:00,,,-1.0,-35.0,SuperSignal_v6,,Unknown,Unknown,,2.02,-37.02
854,,2025-04-14 05:30:00,,,1.0,-2.5,EMA_Inversion_33,,Unknown,Unknown,,2.02,-4.52
856,,2025-04-14 06:45:00,,,-1.0,33.75,EMA_Inversion_33,,Unknown,Unknown,,2.02,31.73
858,,2025-04-14 08:00:00,,,1.0,45.0,EMA_Inversion_33,,Unknown,Unknown,,2.02,42.98
860,,2025-04-14 08:15:00,,,-1.0,56.25,EMA_Inversion_33,,Unknown,Unknown,,2.02,54.23
862,,2025-04-14 09:30:00,,,1.0,-145.0,EMA_Inversion_33,,Unknown,Unknown,,2.02,-147.02
864,,2025-04-15 03:15:00,,,-1.0,-208.75,EMA_Inversion_33,,Unknown,Unknown,,2.02,-210.77
866,,2025-04-15 05:45:00,,,1.0,45.0,EMA_Inversion_33,,Unknown,Unknown,,2.02,42.98
868,,2025-04-15 06:15:00,,,-1.0,47.5,EMA_Inversion_33,,Unknown,Unknown,,2.02,45.48
870,,2025-04-15 07:45:00,,,1.0,86.25,EMA_Inversion_33,,Unknown,Unknown,,2.02,84.23
872,,2025-04-15 08:45:00,,,-1.0,-10.0,EMA_Inversion_33,,Unknown,Unknown,,2.02,-12.02
874,,2025-04-15 09:00:00,,,1.0,-7.5,EMA_Inversion_33,,Unknown,Unknown,,2.02,-9.52
876,,2025-04-15 09:15:00,,,-1.0,27.5,EMA_Inversion_33,,Unknown,Unknown,,2.02,25.48
878,,2025-04-15 18:00:00,,,1.0,71.25,SuperSignal_v6,,Unknown,Unknown,,2.02,69.23
880,,2025-04-16 04:30:00,,,-1.0,125.0,EMA_Inversion_33,,Unknown,Unknown,,2.02,122.98
882,,2025-04-16 05:00:00,,,1.0,-50.0,EMA_Inversion_33,,Unknown,Unknown,,2.02,-52.02
884,,2025-04-16 05:15:00,,,-1.0,10.0,EMA_Inversion_33,,Unknown,Unknown,,2.02,7.98
886,,2025-04-16 06:00:00,,,1.0,42.5,EMA_Inversion_33,,Unknown,Unknown,,2.02,40.48
888,,2025-04-16 06:15:00,,,-1.0,25.0,EMA_Inversion_33,,Unknown,Unknown,,2.02,22.98
890,,2025-04-16 09:00:00,,,1.0,60.0,EMA_Inversion_33,,Unknown,Unknown,,2.02,57.98
892,,2025-04-16 09:15:00,,,-1.0,-20.0,EMA_Inversion_33,,Unknown,Unknown,,2.02,-22.02
894,,2025-04-16 09:30:00,,,1.0,25.0,EMA_Inversion_33,,Unknown,Unknown,,2.02,22.98
896,,2025-04-16 12:00:00,,,-1.0,-11.25,SuperSignal_v6,,Unknown,Unknown,,2.02,-13.27
898,,2025-04-16 13:45:00,,,1.0,136.25,SuperSignal_v6,,Unknown,Unknown,,2.02,134.23
900,,2025-04-17 05:00:00,,,1.0,35.0,EMA_Inversion_33,,Unknown,Unknown,,2.02,32.98
902,,2025-04-17 05:30:00,,,-1.0,43.75,EMA_Inversion_33,,Unknown,Unknown,,2.02,41.73
904,,2025-04-17 06:15:00,,,1.0,91.25,EMA_Inversion_33,,Unknown,Unknown,,2.02,89.23
906,,2025-04-17 09:15:00,,,-1.0,-51.25,EMA_Inversion_33,,Unknown,Unknown,,2.02,-53.27
908,,2025-04-17 09:30:00,,,1.0,16.25,EMA_Inversion_33,,Unknown,Unknown,,2.02,14.23
910,,2025-04-17 10:30:00,,,-1.0,-72.5,SuperSignal_v6,,Unknown,Unknown,,2.02,-74.52
912,,2025-04-17 16:00:00,,,-1.0,-155.0,SuperSignal_v6,,Unknown,Unknown,,2.02,-157.02
914,,2025-04-21 08:30:00,,,-1.0,-32.5,EMA_Inversion_33,,Unknown,Unknown,,2.02,-34.52
916,,2025-04-21 09:15:00,,,1.0,22.5,EMA_Inversion_33,,Unknown,Unknown,,2.02,20.48
918,,2025-04-22 03:30:00,,,-1.0,-70.0,EMA_Inversion_33,,Unknown,Unknown,,2.02,-72.02
920,,2025-04-22 04:15:00,,,1.0,50.0,EMA_Inversion_33,,Unknown,Unknown,,2.02,47.98
922,,2025-04-22 04:30:00,,,-1.0,21.25,EMA_Inversion_33,,Unknown,Unknown,,2.02,19.23
924,,2025-04-22 07:15:00,,,1.0,30.0,EMA_Inversion_33,,Unknown,Unknown,,2.02,27.98
926,,2025-04-22 08:45:00,,,-1.0,27.5,EMA_Inversion_33,,Unknown,Unknown,,2.02,25.48
928,,2025-04-22 09:30:00,,,1.0,-77.5,EMA_Inversion_33,,Unknown,Unknown,,2.02,-79.52
930,,2025-04-22 10:45:00,,,-1.0,173.75,SuperSignal_v6,,Unknown,Unknown,,2.02,171.73
932,,2025-04-22 16:15:00,,,-1.0,176.25,SuperSignal_v6,,Unknown,Unknown,,2.02,174.23
934,,2025-04-23 05:45:00,,,1.0,-86.25,EMA_Inversion_33,,Unknown,Unknown,,2.02,-88.27
936,,2025-04-23 06:00:00,,,-1.0,42.5,EMA_Inversion_33,,Unknown,Unknown,,2.02,40.48
938,,2025-04-23 07:30:00,,,1.0,-60.0,EMA_Inversion_33,,Unknown,Unknown,,2.02,-62.02
940,,2025-04-23 08:15:00,,,-1.0,-5.0,EMA_Inversion_33,,Unknown,Unknown,,2.02,-7.02
942,,2025-04-23 09:15:00,,,1.0,-17.5,EMA_Inversion_33,,Unknown,Unknown,,2.02,-19.52
944,,2025-04-23 09:30:00,,,-1.0,40.0,EMA_Inversion_33,,Unknown,Unknown,,2.02,37.98
946,,2025-04-23 15:30:00,,,1.0,290.0,SuperSignal_v6,,Unknown,Unknown,,2.02,287.98
948,,2025-04-24 06:15:00,,,-1.0,-7.5,EMA_Inversion_33,,Unknown,Unknown,,2.02,-9.52
