Id,EntryTime,ExitTime,EntryPrice,ExitPrice,Qty,TradePL,BaseStrategy,EntrySide,ExitSide,ExitReason,HoldMins,Commission,NetPL,GrossPL,Direction,Session
350,,2025-04-10 18:00:00,,,1.0,-128.75,SuperSignal_v7,Buy to Close,Buy to Close,Close,,4.04,-132.79,-128.75,Unknown,Unknown
352,,2025-04-11 10:30:00,,,-1.0,-257.5,SuperSignal_v7,Sell to Close,Sell to Close,Close,,4.04,-261.54,-257.5,Unknown,Unknown
354,,2025-04-11 13:45:00,,,-1.0,340.0,SuperSignal_v7,Sell to Close,Sell to Close,Close,,4.04,335.96,340.0,Unknown,Unknown
356,,2025-04-13 18:00:00,,,-1.0,-35.0,SuperSignal_v7,Sell to Close,Sell to Close,Close,,4.04,-39.04,-35.0,Unknown,Unknown
358,,2025-04-14 12:15:00,,,1.0,196.25,SuperSignal_v7,Buy to Close,Buy to Close,Close,,4.04,192.21,196.25,Unknown,Unknown
360,,2025-04-15 18:00:00,,,1.0,83.75,SuperSignal_v7,Buy to Close,Buy to Close,Close,,4.04,79.71,83.75,Unknown,Unknown
362,,2025-04-16 10:30:00,,,1.0,-111.25,SuperSignal_v7,Buy to Close,Buy to Close,Close,,4.04,-115.29,-111.25,Unknown,Unknown
364,,2025-04-16 12:00:00,,,-1.0,-157.5,SuperSignal_v7,Sell to Close,Sell to Close,Close,,4.04,-161.54,-157.5,Unknown,Unknown
366,,2025-04-16 13:45:00,,,1.0,136.25,SuperSignal_v7,Buy to Close,Buy to Close,Close,,4.04,132.21,136.25,Unknown,Unknown
368,,2025-04-17 10:30:00,,,-1.0,-128.75,SuperSignal_v7,Sell to Close,Sell to Close,Close,,4.04,-132.79,-128.75,Unknown,Unknown
370,,2025-04-17 16:00:00,,,-1.0,-155.0,SuperSignal_v7,Sell to Close,Sell to Close,Close,,4.04,-159.04,-155.0,Unknown,Unknown
372,,2025-04-21 10:30:00,,,1.0,101.25,SuperSignal_v7,Buy to Close,Buy to Close,Close,,4.04,97.21,101.25,Unknown,Unknown
374,,2025-04-22 10:45:00,,,-1.0,82.5,SuperSignal_v7,Sell to Close,Sell to Close,Close,,4.04,78.46,82.5,Unknown,Unknown
376,,2025-04-22 16:15:00,,,-1.0,176.25,SuperSignal_v7,Sell to Close,Sell to Close,Close,,4.04,172.21,176.25,Unknown,Unknown
378,,2025-04-23 15:30:00,,,1.0,201.25,SuperSignal_v7,Buy to Close,Buy to Close,Close,,4.04,197.21,201.25,Unknown,Unknown
380,,2025-04-24 10:30:00,,,-1.0,111.25,SuperSignal_v7,Sell to Close,Sell to Close,Close,,4.04,107.21,111.25,Unknown,Unknown
382,,2025-04-25 10:15:00,,,1.0,-120.0,SuperSignal_v7,Buy to Close,Buy to Close,Close,,4.04,-124.04,-120.0,Unknown,Unknown
384,,2025-04-25 12:30:00,,,1.0,-168.75,SuperSignal_v7,Buy to Close,Buy to Close,Close,,4.04,-172.79,-168.75,Unknown,Unknown
386,,2025-04-25 16:45:00,,,-1.0,127.5,SuperSignal_v7,Sell to Close,Sell to Close,Close,,4.04,123.46,127.5,Unknown,Unknown
388,,2025-04-28 11:30:00,,,1.0,127.5,SuperSignal_v7,Buy to Close,Buy to Close,Close,,4.04,123.46,127.5,Unknown,Unknown
390,,2025-04-29 13:00:00,,,-1.0,-3.75,SuperSignal_v7,Sell to Close,Sell to Close,Close,,4.04,-7.79,-3.75,Unknown,Unknown
392,,2025-04-29 14:00:00,,,-1.0,105.0,SuperSignal_v7,Sell to Close,Sell to Close,Close,,4.04,100.96,105.0,Unknown,Unknown
394,,2025-04-30 14:15:00,,,-1.0,207.5,SuperSignal_v7,Sell to Close,Sell to Close,Close,,4.04,203.46,207.5,Unknown,Unknown
396,,2025-04-30 16:00:00,,,-1.0,138.75,SuperSignal_v7,Sell to Close,Sell to Close,Close,,4.04,134.71,138.75,Unknown,Unknown
398,,2025-05-01 10:15:00,,,1.0,-108.75,SuperSignal_v7,Buy to Close,Buy to Close,Close,,4.04,-112.79,-108.75,Unknown,Unknown
400,,2025-05-01 12:30:00,,,-1.0,-126.25,SuperSignal_v7,Sell to Close,Sell to Close,Close,,4.04,-130.29,-126.25,Unknown,Unknown
402,,2025-05-01 16:00:00,,,-1.0,-78.75,SuperSignal_v7,Sell to Close,Sell to Close,Close,,4.04,-82.79,-78.75,Unknown,Unknown
404,,2025-05-02 12:45:00,,,-1.0,113.75,SuperSignal_v7,Sell to Close,Sell to Close,Close,,4.04,109.71,113.75,Unknown,Unknown
406,,2025-05-02 16:00:00,,,-1.0,-75.0,SuperSignal_v7,Sell to Close,Sell to Close,Close,,4.04,-79.04,-75.0,Unknown,Unknown
408,,2025-05-05 12:15:00,,,-1.0,88.75,SuperSignal_v7,Sell to Close,Sell to Close,Close,,4.04,84.71,88.75,Unknown,Unknown
410,,2025-05-06 10:15:00,,,1.0,-92.5,SuperSignal_v7,Buy to Close,Buy to Close,Close,,4.04,-96.54,-92.5,Unknown,Unknown
412,,2025-05-06 12:15:00,,,-1.0,127.5,SuperSignal_v7,Sell to Close,Sell to Close,Close,,4.04,123.46,127.5,Unknown,Unknown
414,,2025-05-06 16:15:00,,,-1.0,-97.5,SuperSignal_v7,Sell to Close,Sell to Close,Close,,4.04,-101.54,-97.5,Unknown,Unknown
416,,2025-05-07 11:00:00,,,-1.0,-91.25,SuperSignal_v7,Sell to Close,Sell to Close,Close,,4.04,-95.29,-91.25,Unknown,Unknown
418,,2025-05-07 13:00:00,,,1.0,-142.5,SuperSignal_v7,Buy to Close,Buy to Close,Close,,4.04,-146.54,-142.5,Unknown,Unknown
420,,2025-05-07 14:15:00,,,1.0,97.5,SuperSignal_v7,Buy to Close,Buy to Close,Close,,4.04,93.46,97.5,Unknown,Unknown
422,,2025-05-07 15:45:00,,,1.0,-218.75,SuperSignal_v7,Buy to Close,Buy to Close,Close,,4.04,-222.79,-218.75,Unknown,Unknown
424,,2025-05-08 11:00:00,,,1.0,60.0,SuperSignal_v7,Buy to Close,Buy to Close,Close,,4.04,55.96,60.0,Unknown,Unknown
426,,2025-05-08 12:00:00,,,-1.0,171.25,SuperSignal_v7,Sell to Close,Sell to Close,Close,,4.04,167.21,171.25,Unknown,Unknown
428,,2025-05-08 16:00:00,,,-1.0,-85.0,SuperSignal_v7,Sell to Close,Sell to Close,Close,,4.04,-89.04,-85.0,Unknown,Unknown
430,,2025-05-11 18:00:00,,,1.0,-22.5,SuperSignal_v7,Buy to Close,Buy to Close,Close,,4.04,-26.54,-22.5,Unknown,Unknown
432,,2025-05-12 12:45:00,,,1.0,-111.25,SuperSignal_v7,Buy to Close,Buy to Close,Close,,4.04,-115.29,-111.25,Unknown,Unknown
434,,2025-05-12 16:00:00,,,-1.0,43.75,SuperSignal_v7,Sell to Close,Sell to Close,Close,,4.04,39.71,43.75,Unknown,Unknown
436,,2025-05-13 10:15:00,,,-1.0,100.0,SuperSignal_v7,Sell to Close,Sell to Close,Close,,4.04,95.96,100.0,Unknown,Unknown
438,,2025-05-13 16:00:00,,,-1.0,-61.25,SuperSignal_v7,Sell to Close,Sell to Close,Close,,4.04,-65.29,-61.25,Unknown,Unknown
440,,2025-05-14 13:30:00,,,1.0,62.5,SuperSignal_v7,Buy to Close,Buy to Close,Close,,4.04,58.46,62.5,Unknown,Unknown
442,,2025-05-14 18:00:00,,,1.0,2.5,SuperSignal_v7,Buy to Close,Buy to Close,Close,,4.04,-1.54,2.5,Unknown,Unknown
444,,2025-05-15 11:30:00,,,-1.0,81.25,SuperSignal_v7,Sell to Close,Sell to Close,Close,,4.04,77.21,81.25,Unknown,Unknown
446,,2025-05-15 15:30:00,,,-1.0,-61.25,SuperSignal_v7,Sell to Close,Sell to Close,Close,,4.04,-65.29,-61.25,Unknown,Unknown
448,,2025-05-16 11:45:00,,,1.0,-91.25,SuperSignal_v7,Buy to Close,Buy to Close,Close,,4.04,-95.29,-91.25,Unknown,Unknown
450,,2025-05-16 13:30:00,,,-1.0,75.0,SuperSignal_v7,Sell to Close,Sell to Close,Close,,4.04,70.96,75.0,Unknown,Unknown
452,,2025-05-19 10:15:00,,,-1.0,86.25,SuperSignal_v7,Sell to Close,Sell to Close,Close,,4.04,82.21,86.25,Unknown,Unknown
454,,2025-05-19 18:00:00,,,-1.0,36.25,SuperSignal_v7,Sell to Close,Sell to Close,Close,,4.04,32.21,36.25,Unknown,Unknown
456,,2025-05-20 11:45:00,,,-1.0,-61.25,SuperSignal_v7,Sell to Close,Sell to Close,Close,,4.04,-65.29,-61.25,Unknown,Unknown
458,,2025-05-20 13:15:00,,,1.0,-61.25,SuperSignal_v7,Buy to Close,Buy to Close,Close,,4.04,-65.29,-61.25,Unknown,Unknown
460,,2025-05-20 15:15:00,,,1.0,62.5,SuperSignal_v7,Buy to Close,Buy to Close,Close,,4.04,58.46,62.5,Unknown,Unknown
462,,2025-05-21 13:00:00,,,-1.0,95.0,SuperSignal_v7,Sell to Close,Sell to Close,Close,,4.04,90.96,95.0,Unknown,Unknown
464,,2025-05-21 15:15:00,,,1.0,157.5,SuperSignal_v7,Buy to Close,Buy to Close,Close,,4.04,153.46,157.5,Unknown,Unknown
466,,2025-05-22 11:00:00,,,-1.0,-112.5,SuperSignal_v7,Sell to Close,Sell to Close,Close,,4.04,-116.54,-112.5,Unknown,Unknown
468,,2025-05-22 13:30:00,,,-1.0,-50.0,SuperSignal_v7,Sell to Close,Sell to Close,Close,,4.04,-54.04,-50.0,Unknown,Unknown
470,,2025-05-23 13:30:00,,,-1.0,130.0,SuperSignal_v7,Sell to Close,Sell to Close,Close,,4.04,125.96,130.0,Unknown,Unknown
472,,2025-05-27 11:30:00,,,-1.0,92.5,SuperSignal_v7,Sell to Close,Sell to Close,Close,,4.04,88.46,92.5,Unknown,Unknown
474,,2025-05-28 11:00:00,,,1.0,71.25,SuperSignal_v7,Buy to Close,Buy to Close,Close,,4.04,67.21,71.25,Unknown,Unknown
476,,2025-05-28 15:00:00,,,1.0,58.75,SuperSignal_v7,Buy to Close,Buy to Close,Close,,4.04,54.71,58.75,Unknown,Unknown
478,,2025-05-28 16:00:00,,,1.0,71.25,SuperSignal_v7,Buy to Close,Buy to Close,Close,,4.04,67.21,71.25,Unknown,Unknown
480,,2025-05-29 12:00:00,,,1.0,113.75,SuperSignal_v7,Buy to Close,Buy to Close,Close,,4.04,109.71,113.75,Unknown,Unknown
482,,2025-05-29 16:00:00,,,1.0,-57.5,SuperSignal_v7,Buy to Close,Buy to Close,Close,,4.04,-61.54,-57.5,Unknown,Unknown
484,,2025-05-30 10:15:00,,,1.0,-110.0,SuperSignal_v7,Buy to Close,Buy to Close,Close,,4.04,-114.04,-110.0,Unknown,Unknown
486,,2025-05-30 14:15:00,,,1.0,-122.5,SuperSignal_v7,Buy to Close,Buy to Close,Close,,4.04,-126.54,-122.5,Unknown,Unknown
488,,2025-06-01 18:00:00,,,-1.0,-15.0,SuperSignal_v7,Sell to Close,Sell to Close,Close,,4.04,-19.04,-15.0,Unknown,Unknown
490,,2025-06-02 10:45:00,,,1.0,-103.75,SuperSignal_v7,Buy to Close,Buy to Close,Close,,4.04,-107.79,-103.75,Unknown,Unknown
492,,2025-06-02 14:30:00,,,-1.0,81.25,SuperSignal_v7,Sell to Close,Sell to Close,Close,,4.04,77.21,81.25,Unknown,Unknown
494,,2025-06-03 11:45:00,,,-1.0,71.25,SuperSignal_v7,Sell to Close,Sell to Close,Close,,4.04,67.21,71.25,Unknown,Unknown
496,,2025-06-03 18:00:00,,,-1.0,-11.25,SuperSignal_v7,Sell to Close,Sell to Close,Close,,4.04,-15.29,-11.25,Unknown,Unknown
498,,2025-06-04 13:15:00,,,1.0,-31.25,SuperSignal_v7,Buy to Close,Buy to Close,Close,,4.04,-35.29,-31.25,Unknown,Unknown
500,,2025-06-05 10:45:00,,,1.0,-123.75,SuperSignal_v7,Buy to Close,Buy to Close,Close,,4.04,-127.79,-123.75,Unknown,Unknown
502,,2025-06-05 13:00:00,,,-1.0,-130.0,SuperSignal_v7,Sell to Close,Sell to Close,Close,,4.04,-134.04,-130.0,Unknown,Unknown
504,,2025-06-05 15:30:00,,,1.0,151.25,SuperSignal_v7,Buy to Close,Buy to Close,Close,,4.04,147.21,151.25,Unknown,Unknown
506,,2025-06-06 14:15:00,,,1.0,-90.0,SuperSignal_v7,Buy to Close,Buy to Close,Close,,4.04,-94.04,-90.0,Unknown,Unknown
508,,2025-06-09 13:30:00,,,-1.0,41.25,SuperSignal_v7,Sell to Close,Sell to Close,Close,,4.04,37.21,41.25,Unknown,Unknown
510,,2025-06-09 15:45:00,,,-1.0,-43.75,SuperSignal_v7,Sell to Close,Sell to Close,Close,,4.04,-47.79,-43.75,Unknown,Unknown
512,,2025-06-10 11:45:00,,,-1.0,-45.0,SuperSignal_v7,Sell to Close,Sell to Close,Close,,4.04,-49.04,-45.0,Unknown,Unknown
514,,2025-06-10 13:15:00,,,-1.0,60.0,SuperSignal_v7,Sell to Close,Sell to Close,Close,,4.04,55.96,60.0,Unknown,Unknown
516,,2025-06-10 18:00:00,,,-1.0,10.0,SuperSignal_v7,Sell to Close,Sell to Close,Close,,4.04,5.96,10.0,Unknown,Unknown
518,,2025-06-11 12:15:00,,,-1.0,-78.75,SuperSignal_v7,Sell to Close,Sell to Close,Close,,4.04,-82.79,-78.75,Unknown,Unknown
520,,2025-06-11 14:00:00,,,-1.0,-78.75,SuperSignal_v7,Sell to Close,Sell to Close,Close,,4.04,-82.79,-78.75,Unknown,Unknown
522,,2025-06-12 18:00:00,,,-1.0,50.0,SuperSignal_v7,Sell to Close,Sell to Close,Close,,4.04,45.96,50.0,Unknown,Unknown
524,,2025-06-13 10:45:00,,,1.0,-108.75,SuperSignal_v7,Buy to Close,Buy to Close,Close,,4.04,-112.79,-108.75,Unknown,Unknown
526,,2025-06-13 14:30:00,,,-1.0,-127.5,SuperSignal_v7,Sell to Close,Sell to Close,Close,,4.04,-131.54,-127.5,Unknown,Unknown
528,,2025-06-16 10:45:00,,,-1.0,67.5,SuperSignal_v7,Sell to Close,Sell to Close,Close,,4.04,63.46,67.5,Unknown,Unknown
530,,2025-06-16 14:00:00,,,-1.0,-57.5,SuperSignal_v7,Sell to Close,Sell to Close,Close,,4.04,-61.54,-57.5,Unknown,Unknown
532,,2025-06-17 13:00:00,,,-1.0,-83.75,SuperSignal_v7,Sell to Close,Sell to Close,Close,,4.04,-87.79,-83.75,Unknown,Unknown
534,,2025-06-17 14:00:00,,,1.0,75.0,SuperSignal_v7,Buy to Close,Buy to Close,Close,,4.04,70.96,75.0,Unknown,Unknown
536,,2025-06-18 10:30:00,,,-1.0,61.25,SuperSignal_v7,Sell to Close,Sell to Close,Close,,4.04,57.21,61.25,Unknown,Unknown
538,,2025-06-18 13:30:00,,,-1.0,-55.0,SuperSignal_v7,Sell to Close,Sell to Close,Close,,4.04,-59.04,-55.0,Unknown,Unknown
540,,2025-06-18 14:15:00,,,-1.0,-58.75,SuperSignal_v7,Sell to Close,Sell to Close,Close,,4.04,-62.79,-58.75,Unknown,Unknown
542,,2025-06-18 15:00:00,,,-1.0,-97.5,SuperSignal_v7,Sell to Close,Sell to Close,Close,,4.04,-101.54,-97.5,Unknown,Unknown
544,,2025-06-19 18:15:00,,,1.0,-62.5,SuperSignal_v7,Buy to Close,Buy to Close,Close,,4.04,-66.54,-62.5,Unknown,Unknown
546,,2025-06-20 11:00:00,,,1.0,107.5,SuperSignal_v7,Buy to Close,Buy to Close,Close,,4.04,103.46,107.5,Unknown,Unknown
548,,2025-06-20 16:15:00,,,1.0,-30.0,SuperSignal_v7,Buy to Close,Buy to Close,Close,,4.04,-34.04,-30.0,Unknown,Unknown
550,,2025-06-23 10:30:00,,,-1.0,77.5,SuperSignal_v7,Sell to Close,Sell to Close,Close,,4.04,73.46,77.5,Unknown,Unknown
552,,2025-06-23 18:00:00,,,-1.0,125.0,SuperSignal_v7,Sell to Close,Sell to Close,Close,,4.04,120.96,125.0,Unknown,Unknown
554,,2025-06-24 12:45:00,,,-1.0,86.25,SuperSignal_v7,Sell to Close,Sell to Close,Close,,4.04,82.21,86.25,Unknown,Unknown
556,,2025-06-25 11:00:00,,,1.0,-46.25,SuperSignal_v7,Buy to Close,Buy to Close,Close,,4.04,-50.29,-46.25,Unknown,Unknown
558,,2025-06-25 15:15:00,,,1.0,-3.75,SuperSignal_v7,Buy to Close,Buy to Close,Close,,4.04,-7.79,-3.75,Unknown,Unknown
560,,2025-06-26 12:15:00,,,-1.0,53.75,SuperSignal_v7,Sell to Close,Sell to Close,Close,,4.04,49.71,53.75,Unknown,Unknown
562,,2025-06-27 10:15:00,,,-1.0,51.25,SuperSignal_v7,Sell to Close,Sell to Close,Close,,4.04,47.21,51.25,Unknown,Unknown
564,,2025-06-27 16:00:00,,,1.0,-97.5,SuperSignal_v7,Buy to Close,Buy to Close,Close,,4.04,-101.54,-97.5,Unknown,Unknown
566,,2025-06-30 12:45:00,,,1.0,-61.25,SuperSignal_v7,Buy to Close,Buy to Close,Close,,4.04,-65.29,-61.25,Unknown,Unknown
568,,2025-06-30 14:00:00,,,1.0,46.25,SuperSignal_v7,Buy to Close,Buy to Close,Close,,4.04,42.21,46.25,Unknown,Unknown
570,,2025-06-30 18:00:00,,,-1.0,-36.25,SuperSignal_v7,Sell to Close,Sell to Close,Close,,4.04,-40.29,-36.25,Unknown,Unknown
572,,2025-07-01 11:00:00,,,-1.0,-52.5,SuperSignal_v7,Sell to Close,Sell to Close,Close,,4.04,-56.54,-52.5,Unknown,Unknown
574,,2025-07-01 11:30:00,,,1.0,-88.75,SuperSignal_v7,Buy to Close,Buy to Close,Close,,4.04,-92.79,-88.75,Unknown,Unknown
576,,2025-07-01 16:15:00,,,-1.0,20.0,SuperSignal_v7,Sell to Close,Sell to Close,Close,,4.04,15.96,20.0,Unknown,Unknown
578,,2025-07-02 10:45:00,,,-1.0,60.0,SuperSignal_v7,Sell to Close,Sell to Close,Close,,4.04,55.96,60.0,Unknown,Unknown
580,,2025-07-03 12:45:00,,,-1.0,65.0,SuperSignal_v7,Sell to Close,Sell to Close,Close,,4.04,60.96,65.0,Unknown,Unknown
582,,2025-07-07 12:00:00,,,1.0,65.0,SuperSignal_v7,Buy to Close,Buy to Close,Close,,4.04,60.96,65.0,Unknown,Unknown
584,,2025-07-07 18:00:00,,,1.0,8.75,SuperSignal_v7,Buy to Close,Buy to Close,Close,,4.04,4.71,8.75,Unknown,Unknown
586,,2025-07-08 10:45:00,,,1.0,-50.0,SuperSignal_v7,Buy to Close,Buy to Close,Close,,4.04,-54.04,-50.0,Unknown,Unknown
588,,2025-07-08 12:30:00,,,1.0,-66.25,SuperSignal_v7,Buy to Close,Buy to Close,Close,,4.04,-70.29,-66.25,Unknown,Unknown
590,,2025-07-08 18:00:00,,,1.0,-1.25,SuperSignal_v7,Buy to Close,Buy to Close,Close,,4.04,-5.29,-1.25,Unknown,Unknown
592,,2025-07-09 15:30:00,,,1.0,-87.5,SuperSignal_v7,Buy to Close,Buy to Close,Close,,4.04,-91.54,-87.5,Unknown,Unknown
594,,2025-07-10 10:45:00,,,1.0,-51.25,SuperSignal_v7,Buy to Close,Buy to Close,Close,,4.04,-55.29,-51.25,Unknown,Unknown
596,,2025-07-11 15:15:00,,,-1.0,3.75,SuperSignal_v7,Sell to Close,Sell to Close,Close,,4.04,-0.29000000000000004,3.75,Unknown,Unknown
598,,2025-07-11 16:15:00,,,-1.0,-53.75,SuperSignal_v7,Sell to Close,Sell to Close,Close,,4.04,-57.79,-53.75,Unknown,Unknown
600,,2025-07-14 18:00:00,,,-1.0,60.0,SuperSignal_v7,Sell to Close,Sell to Close,Close,,4.04,55.96,60.0,Unknown,Unknown
602,,2025-07-15 11:00:00,,,1.0,87.5,SuperSignal_v7,Buy to Close,Buy to Close,Close,,4.04,83.46,87.5,Unknown,Unknown
604,,2025-07-15 15:00:00,,,1.0,46.25,SuperSignal_v7,Buy to Close,Buy to Close,Close,,4.04,42.21,46.25,Unknown,Unknown
606,,2025-07-16 11:45:00,,,1.0,160.0,SuperSignal_v7,Buy to Close,Buy to Close,Close,,4.04,155.96,160.0,Unknown,Unknown
608,,2025-07-16 15:00:00,,,1.0,-141.25,SuperSignal_v7,Buy to Close,Buy to Close,Close,,4.04,-145.29,-141.25,Unknown,Unknown
610,,2025-07-17 11:45:00,,,-1.0,70.0,SuperSignal_v7,Sell to Close,Sell to Close,Close,,4.04,65.96,70.0,Unknown,Unknown
612,,2025-07-18 11:15:00,,,1.0,58.75,SuperSignal_v7,Buy to Close,Buy to Close,Close,,4.04,54.71,58.75,Unknown,Unknown
614,,2025-07-18 12:30:00,,,1.0,48.75,SuperSignal_v7,Buy to Close,Buy to Close,Close,,4.04,44.71,48.75,Unknown,Unknown
616,,2025-07-20 18:00:00,,,1.0,-26.25,SuperSignal_v7,Buy to Close,Buy to Close,Close,,4.04,-30.29,-26.25,Unknown,Unknown
618,,2025-07-21 11:45:00,,,-1.0,43.75,SuperSignal_v7,Sell to Close,Sell to Close,Close,,4.04,39.71,43.75,Unknown,Unknown
620,,2025-07-21 14:45:00,,,-1.0,-10.0,SuperSignal_v7,Sell to Close,Sell to Close,Close,,4.04,-14.04,-10.0,Unknown,Unknown
622,,2025-07-22 10:45:00,,,1.0,-58.75,SuperSignal_v7,Buy to Close,Buy to Close,Close,,4.04,-62.79,-58.75,Unknown,Unknown
624,,2025-07-22 14:45:00,,,1.0,-86.25,SuperSignal_v7,Buy to Close,Buy to Close,Close,,4.04,-90.29,-86.25,Unknown,Unknown
626,,2025-07-22 18:00:00,,,-1.0,-17.5,SuperSignal_v7,Sell to Close,Sell to Close,Close,,4.04,-21.54,-17.5,Unknown,Unknown
628,,2025-07-23 12:00:00,,,1.0,-78.75,SuperSignal_v7,Buy to Close,Buy to Close,Close,,4.04,-82.79,-78.75,Unknown,Unknown
630,,2025-07-24 13:15:00,,,-1.0,-8.75,SuperSignal_v7,Sell to Close,Sell to Close,Close,,4.04,-12.79,-8.75,Unknown,Unknown
632,,2025-07-24 16:00:00,,,-1.0,-41.25,SuperSignal_v7,Sell to Close,Sell to Close,Close,,4.04,-45.29,-41.25,Unknown,Unknown
634,,2025-07-25 12:30:00,,,-1.0,31.25,SuperSignal_v7,Sell to Close,Sell to Close,Close,,4.04,27.21,31.25,Unknown,Unknown
636,,2025-07-28 14:00:00,,,1.0,46.25,SuperSignal_v7,Buy to Close,Buy to Close,Close,,4.04,42.21,46.25,Unknown,Unknown
638,,2025-07-29 11:00:00,,,1.0,37.5,SuperSignal_v7,Buy to Close,Buy to Close,Close,,4.04,33.46,37.5,Unknown,Unknown
640,,2025-07-29 18:00:00,,,1.0,10.0,SuperSignal_v7,Buy to Close,Buy to Close,Close,,4.04,5.96,10.0,Unknown,Unknown
642,,2025-07-30 11:15:00,,,-1.0,-47.5,SuperSignal_v7,Sell to Close,Sell to Close,Close,,4.04,-51.54,-47.5,Unknown,Unknown
644,,2025-07-30 13:45:00,,,-1.0,2.5,SuperSignal_v7,Sell to Close,Sell to Close,Close,,4.04,-1.54,2.5,Unknown,Unknown
646,,2025-07-30 14:45:00,,,-1.0,-46.25,SuperSignal_v7,Sell to Close,Sell to Close,Close,,4.04,-50.29,-46.25,Unknown,Unknown
648,,2025-07-30 16:15:00,,,1.0,-107.5,SuperSignal_v7,Buy to Close,Buy to Close,Close,,4.04,-111.54,-107.5,Unknown,Unknown
650,,2025-07-31 13:30:00,,,1.0,30.0,SuperSignal_v7,Buy to Close,Buy to Close,Close,,4.04,25.96,30.0,Unknown,Unknown
652,,2025-08-01 13:00:00,,,1.0,-105.0,SuperSignal_v7,Buy to Close,Buy to Close,Close,,4.04,-109.04,-105.0,Unknown,Unknown
654,,2025-08-03 18:00:00,,,1.0,-13.75,SuperSignal_v7,Buy to Close,Buy to Close,Close,,4.04,-17.79,-13.75,Unknown,Unknown
656,,2025-08-04 13:00:00,,,-1.0,67.5,SuperSignal_v7,Sell to Close,Sell to Close,Close,,4.04,63.46,67.5,Unknown,Unknown
658,,2025-08-04 16:00:00,,,-1.0,40.0,SuperSignal_v7,Sell to Close,Sell to Close,Close,,4.04,35.96,40.0,Unknown,Unknown
660,,2025-08-05 10:45:00,,,1.0,62.5,SuperSignal_v7,Buy to Close,Buy to Close,Close,,4.04,58.46,62.5,Unknown,Unknown
662,,2025-08-05 13:45:00,,,1.0,-81.25,SuperSignal_v7,Buy to Close,Buy to Close,Close,,4.04,-85.29,-81.25,Unknown,Unknown
664,,2025-08-05 15:00:00,,,1.0,68.75,SuperSignal_v7,Buy to Close,Buy to Close,Close,,4.04,64.71,68.75,Unknown,Unknown
666,,2025-08-06 11:45:00,,,-1.0,103.75,SuperSignal_v7,Sell to Close,Sell to Close,Close,,4.04,99.71,103.75,Unknown,Unknown
668,,2025-08-07 11:00:00,,,1.0,82.5,SuperSignal_v7,Buy to Close,Buy to Close,Close,,4.04,78.46,82.5,Unknown,Unknown
670,,2025-08-07 16:00:00,,,1.0,-78.75,SuperSignal_v7,Buy to Close,Buy to Close,Close,,4.04,-82.79,-78.75,Unknown,Unknown
672,,2025-08-08 10:45:00,,,-1.0,53.75,SuperSignal_v7,Sell to Close,Sell to Close,Close,,4.04,49.71,53.75,Unknown,Unknown
674,,2025-08-08 16:15:00,,,-1.0,72.5,SuperSignal_v7,Sell to Close,Sell to Close,Close,,4.04,68.46,72.5,Unknown,Unknown
676,,2025-08-11 12:00:00,,,1.0,-53.75,SuperSignal_v7,Buy to Close,Buy to Close,Close,,4.04,-57.79,-53.75,Unknown,Unknown
678,,2025-08-11 15:00:00,,,1.0,58.75,SuperSignal_v7,Buy to Close,Buy to Close,Close,,4.04,54.71,58.75,Unknown,Unknown
680,,2025-08-12 15:45:00,,,-1.0,107.5,SuperSignal_v7,Sell to Close,Sell to Close,Close,,4.04,103.46,107.5,Unknown,Unknown
682,,2025-08-13 10:15:00,,,-1.0,-38.75,SuperSignal_v7,Sell to Close,Sell to Close,Close,,4.04,-42.79,-38.75,Unknown,Unknown
684,,2025-08-13 11:30:00,,,1.0,55.0,SuperSignal_v7,Buy to Close,Buy to Close,Close,,4.04,50.96,55.0,Unknown,Unknown
686,,2025-08-13 14:15:00,,,1.0,-30.0,SuperSignal_v7,Buy to Close,Buy to Close,Close,,4.04,-34.04,-30.0,Unknown,Unknown
688,,2025-08-14 11:00:00,,,-1.0,77.5,SuperSignal_v7,Sell to Close,Sell to Close,Close,,4.04,73.46,77.5,Unknown,Unknown
690,,2025-08-14 16:00:00,,,-1.0,83.75,SuperSignal_v7,Sell to Close,Sell to Close,Close,,4.04,79.71,83.75,Unknown,Unknown
692,,2025-08-15 11:45:00,,,1.0,63.75,SuperSignal_v7,Buy to Close,Buy to Close,Close,,4.04,59.71,63.75,Unknown,Unknown
694,,2025-08-15 14:00:00,,,1.0,-73.75,SuperSignal_v7,Buy to Close,Buy to Close,Close,,4.04,-77.79,-73.75,Unknown,Unknown
696,,2025-08-15 15:15:00,,,1.0,45.0,SuperSignal_v7,Buy to Close,Buy to Close,Close,,4.04,40.96,45.0,Unknown,Unknown
698,,2025-08-18 10:30:00,,,1.0,-42.5,SuperSignal_v7,Buy to Close,Buy to Close,Close,,4.04,-46.54,-42.5,Unknown,Unknown
700,,2025-08-18 13:45:00,,,1.0,-43.75,SuperSignal_v7,Buy to Close,Buy to Close,Close,,4.04,-47.79,-43.75,Unknown,Unknown
702,,2025-08-18 16:00:00,,,1.0,-48.75,SuperSignal_v7,Buy to Close,Buy to Close,Close,,4.04,-52.79,-48.75,Unknown,Unknown
704,,2025-08-19 10:45:00,,,-1.0,-56.25,SuperSignal_v7,Sell to Close,Sell to Close,Close,,4.04,-60.29,-56.25,Unknown,Unknown
