Id,EntryTime,ExitTime,EntryPrice,ExitPrice,EntryQty,ExitQty,QtyAbs,TradePL,GrossPL,Commission,NetPL,PointsPerContract,GrossAmount,NetAmount,AmountExit,PositionAfterExit,BaseStrategy,StrategyRaw,Symbol,EntrySide,ExitSide,ExitReason,Direction,HoldMins,Session
192,,2025-05-06 16:30:00,,,,-1.0,1.0,-151.25,-151.25,4.04,-155.29,-30.25,-151.25,-155.29,-5.0,0.0,SuperSignal_v7_RTH15_v43,SuperSignal_v7_RTH15_v43(STC Stop),,Sell to Close,Sell to Close,Close,Unknown,,Unknown
194,,2025-05-07 11:00:00,,,,-1.0,1.0,-130.0,-130.0,4.04,-134.04,-26.0,-130.0,-134.04,-5.0,0.0,SuperSignal_v7_RTH15_v43,SuperSignal_v7_RTH15_v43(STC Stop),,Sell to Close,Sell to Close,Close,Unknown,,Unknown
196,,2025-05-07 13:15:00,,,,1.0,1.0,-145.0,-145.0,4.04,-149.04,-29.0,-145.0,-149.04,5.0,0.0,SuperSignal_v7_RTH15_v43,SuperSignal_v7_RTH15_v43(BTC Stop),,Buy to Close,Buy to Close,Close,Unknown,,Unknown
198,,2025-05-07 14:45:00,,,,1.0,1.0,-177.5,-177.5,4.04,-181.54,-35.5,-177.5,-181.54,5.0,0.0,SuperSignal_v7_RTH15_v43,SuperSignal_v7_RTH15_v43(BTC Stop),,Buy to Close,Buy to Close,Close,Unknown,,Unknown
200,,2025-05-07 15:45:00,,,,1.0,1.0,-258.75,-258.75,4.04,-262.79,-51.75,-258.75,-262.79,5.0,0.0,SuperSignal_v7_RTH15_v43,SuperSignal_v7_RTH15_v43(BTC Stop),,Buy to Close,Buy to Close,Close,Unknown,,Unknown
202,,2025-05-08 13:00:00,,,,-1.0,1.0,208.75,208.75,4.04,204.71,41.75,208.75,204.71,-5.0,0.0,SuperSignal_v7_RTH15_v43,SuperSignal_v7_RTH15_v43(STC Target),,Sell to Close,Sell to Close,Close,Unknown,,Unknown
204,,2025-05-08 16:00:00,,,,-1.0,1.0,-118.75,-118.75,4.04,-122.79,-23.75,-118.75,-122.79,-5.0,0.0,SuperSignal_v7_RTH15_v43,SuperSignal_v7_RTH15_v43(STC Stop),,Sell to Close,Sell to Close,Close,Unknown,,Unknown
206,,2025-05-11 18:00:00,,,,1.0,1.0,-22.5,-22.5,4.04,-26.54,-4.5,-22.5,-26.54,5.0,0.0,SuperSignal_v7_RTH15_v43,SuperSignal_v7_RTH15_v43(BTC Daily),,Buy to Close,Buy to Close,Close,Unknown,,Unknown
208,,2025-05-13 16:00:00,,,,-1.0,1.0,-87.5,-87.5,4.04,-91.54,-17.5,-87.5,-91.54,-5.0,0.0,SuperSignal_v7_RTH15_v43,SuperSignal_v7_RTH15_v43(STC Stop),,Sell to Close,Sell to Close,Close,Unknown,,Unknown
210,,2025-05-14 18:00:00,,,,1.0,1.0,-40.0,-40.0,4.04,-44.04,-8.0,-40.0,-44.04,5.0,0.0,SuperSignal_v7_RTH15_v43,SuperSignal_v7_RTH15_v43(BTC Daily),,Buy to Close,Buy to Close,Close,Unknown,,Unknown
212,,2025-05-15 12:15:00,,,,-1.0,1.0,120.0,120.0,4.04,115.96,24.0,120.0,115.96,-5.0,0.0,SuperSignal_v7_RTH15_v43,SuperSignal_v7_RTH15_v43(STC Target),,Sell to Close,Sell to Close,Close,Unknown,,Unknown
214,,2025-05-15 18:00:00,,,,-1.0,1.0,-5.0,-5.0,4.04,-9.04,-1.0,-5.0,-9.04,-5.0,0.0,SuperSignal_v7_RTH15_v43,SuperSignal_v7_RTH15_v43(STC Daily),,Sell to Close,Sell to Close,Close,Unknown,,Unknown
216,,2025-05-16 12:15:00,,,,1.0,1.0,-115.0,-115.0,4.04,-119.04,-23.0,-115.0,-119.04,5.0,0.0,SuperSignal_v7_RTH15_v43,SuperSignal_v7_RTH15_v43(BTC Stop),,Buy to Close,Buy to Close,Close,Unknown,,Unknown
218,,2025-05-18 18:00:00,,,,-1.0,1.0,-67.5,-67.5,4.04,-71.54,-13.5,-67.5,-71.54,-5.0,0.0,SuperSignal_v7_RTH15_v43,SuperSignal_v7_RTH15_v43(STC Stop),,Sell to Close,Sell to Close,Close,Unknown,,Unknown
220,,2025-05-19 18:00:00,,,,-1.0,1.0,36.25,36.25,4.04,32.21,7.25,36.25,32.21,-5.0,0.0,SuperSignal_v7_RTH15_v43,SuperSignal_v7_RTH15_v43(STC Daily),,Sell to Close,Sell to Close,Close,Unknown,,Unknown
222,,2025-05-20 16:00:00,,,,1.0,1.0,-93.75,-93.75,4.04,-97.79,-18.75,-93.75,-97.79,5.0,0.0,SuperSignal_v7_RTH15_v43,SuperSignal_v7_RTH15_v43(BTC Stop),,Buy to Close,Buy to Close,Close,Unknown,,Unknown
224,,2025-05-21 13:30:00,,,,-1.0,1.0,-127.5,-127.5,4.04,-131.54,-25.5,-127.5,-131.54,-5.0,0.0,SuperSignal_v7_RTH15_v43,SuperSignal_v7_RTH15_v43(STC Stop),,Sell to Close,Sell to Close,Close,Unknown,,Unknown
226,,2025-05-21 18:00:00,,,,1.0,1.0,175.0,175.0,4.04,170.96,35.0,175.0,170.96,5.0,0.0,SuperSignal_v7_RTH15_v43,SuperSignal_v7_RTH15_v43(BTC Daily),,Buy to Close,Buy to Close,Close,Unknown,,Unknown
228,,2025-05-25 18:00:00,,,,-1.0,1.0,-3.75,-3.75,4.04,-7.79,-0.75,-3.75,-7.79,-5.0,0.0,SuperSignal_v7_RTH15_v43,SuperSignal_v7_RTH15_v43(STC Daily),,Sell to Close,Sell to Close,Close,Unknown,,Unknown
230,,2025-05-27 18:00:00,,,,-1.0,1.0,61.25,61.25,4.04,57.21,12.25,61.25,57.21,-5.0,0.0,SuperSignal_v7_RTH15_v43,SuperSignal_v7_RTH15_v43(STC Daily),,Sell to Close,Sell to Close,Close,Unknown,,Unknown
232,,2025-05-28 16:00:00,,,,1.0,1.0,88.75,88.75,4.04,84.71,17.75,88.75,84.71,5.0,0.0,SuperSignal_v7_RTH15_v43,SuperSignal_v7_RTH15_v43(BTC Target),,Buy to Close,Buy to Close,Close,Unknown,,Unknown
234,,2025-05-29 16:00:00,,,,1.0,1.0,-128.75,-128.75,4.04,-132.79,-25.75,-128.75,-132.79,5.0,0.0,SuperSignal_v7_RTH15_v43,SuperSignal_v7_RTH15_v43(BTC Stop),,Buy to Close,Buy to Close,Close,Unknown,,Unknown
236,,2025-05-30 14:30:00,,,,1.0,1.0,-171.25,-171.25,4.04,-175.29,-34.25,-171.25,-175.29,5.0,0.0,SuperSignal_v7_RTH15_v43,SuperSignal_v7_RTH15_v43(BTC Stop),,Buy to Close,Buy to Close,Close,Unknown,,Unknown
238,,2025-06-01 18:00:00,,,,-1.0,1.0,-15.0,-15.0,4.04,-19.04,-3.0,-15.0,-19.04,-5.0,0.0,SuperSignal_v7_RTH15_v43,SuperSignal_v7_RTH15_v43(STC Daily),,Sell to Close,Sell to Close,Close,Unknown,,Unknown
240,,2025-06-02 15:15:00,,,,-1.0,1.0,90.0,90.0,4.04,85.96,18.0,90.0,85.96,-5.0,0.0,SuperSignal_v7_RTH15_v43,SuperSignal_v7_RTH15_v43(STC Target),,Sell to Close,Sell to Close,Close,Unknown,,Unknown
242,,2025-06-02 18:00:00,,,,-1.0,1.0,22.5,22.5,4.04,18.46,4.5,22.5,18.46,-5.0,0.0,SuperSignal_v7_RTH15_v43,SuperSignal_v7_RTH15_v43(STC Daily),,Sell to Close,Sell to Close,Close,Unknown,,Unknown
244,,2025-06-03 12:30:00,,,,-1.0,1.0,95.0,95.0,4.04,90.96,19.0,95.0,90.96,-5.0,0.0,SuperSignal_v7_RTH15_v43,SuperSignal_v7_RTH15_v43(STC Target),,Sell to Close,Sell to Close,Close,Unknown,,Unknown
246,,2025-06-03 18:00:00,,,,-1.0,1.0,-11.25,-11.25,4.04,-15.29,-2.25,-11.25,-15.29,-5.0,0.0,SuperSignal_v7_RTH15_v43,SuperSignal_v7_RTH15_v43(STC Daily),,Sell to Close,Sell to Close,Close,Unknown,,Unknown
248,,2025-06-04 18:00:00,,,,1.0,1.0,5.0,5.0,4.04,0.96,1.0,5.0,0.96,5.0,0.0,SuperSignal_v7_RTH15_v43,SuperSignal_v7_RTH15_v43(BTC Daily),,Buy to Close,Buy to Close,Close,Unknown,,Unknown
250,,2025-06-05 13:00:00,,,,-1.0,1.0,-178.75,-178.75,4.04,-182.79,-35.75,-178.75,-182.79,-5.0,0.0,SuperSignal_v7_RTH15_v43,SuperSignal_v7_RTH15_v43(STC Stop),,Sell to Close,Sell to Close,Close,Unknown,,Unknown
252,,2025-06-05 18:00:00,,,,1.0,1.0,132.5,132.5,4.04,128.46,26.5,132.5,128.46,5.0,0.0,SuperSignal_v7_RTH15_v43,SuperSignal_v7_RTH15_v43(BTC Daily),,Buy to Close,Buy to Close,Close,Unknown,,Unknown
254,,2025-06-06 14:45:00,,,,1.0,1.0,-130.0,-130.0,4.04,-134.04,-26.0,-130.0,-134.04,5.0,0.0,SuperSignal_v7_RTH15_v43,SuperSignal_v7_RTH15_v43(BTC Stop),,Buy to Close,Buy to Close,Close,Unknown,,Unknown
256,,2025-06-09 16:15:00,,,,-1.0,1.0,-70.0,-70.0,4.04,-74.04,-14.0,-70.0,-74.04,-5.0,0.0,SuperSignal_v7_RTH15_v43,SuperSignal_v7_RTH15_v43(STC Stop),,Sell to Close,Sell to Close,Close,Unknown,,Unknown
258,,2025-06-10 11:45:00,,,,-1.0,1.0,-57.5,-57.5,4.04,-61.54,-11.5,-57.5,-61.54,-5.0,0.0,SuperSignal_v7_RTH15_v43,SuperSignal_v7_RTH15_v43(STC Stop),,Sell to Close,Sell to Close,Close,Unknown,,Unknown
260,,2025-06-10 18:00:00,,,,-1.0,1.0,10.0,10.0,4.04,5.96,2.0,10.0,5.96,-5.0,0.0,SuperSignal_v7_RTH15_v43,SuperSignal_v7_RTH15_v43(STC Daily),,Sell to Close,Sell to Close,Close,Unknown,,Unknown
262,,2025-06-11 14:15:00,,,,-1.0,1.0,-165.0,-165.0,4.04,-169.04,-33.0,-165.0,-169.04,-5.0,0.0,SuperSignal_v7_RTH15_v43,SuperSignal_v7_RTH15_v43(STC Stop),,Sell to Close,Sell to Close,Close,Unknown,,Unknown
264,,2025-06-13 11:15:00,,,,1.0,1.0,-141.25,-141.25,4.04,-145.29,-28.25,-141.25,-145.29,5.0,0.0,SuperSignal_v7_RTH15_v43,SuperSignal_v7_RTH15_v43(BTC Stop),,Buy to Close,Buy to Close,Close,Unknown,,Unknown
266,,2025-06-15 18:00:00,,,,1.0,1.0,21.25,21.25,4.04,17.21,4.25,21.25,17.21,5.0,0.0,SuperSignal_v7_RTH15_v43,SuperSignal_v7_RTH15_v43(BTC Daily),,Buy to Close,Buy to Close,Close,Unknown,,Unknown
268,,2025-06-16 18:00:00,,,,-1.0,1.0,-22.5,-22.5,4.04,-26.54,-4.5,-22.5,-26.54,-5.0,0.0,SuperSignal_v7_RTH15_v43,SuperSignal_v7_RTH15_v43(STC Daily),,Sell to Close,Sell to Close,Close,Unknown,,Unknown
270,,2025-06-17 13:30:00,,,,-1.0,1.0,-116.25,-116.25,4.04,-120.29,-23.25,-116.25,-120.29,-5.0,0.0,SuperSignal_v7_RTH15_v43,SuperSignal_v7_RTH15_v43(STC Stop),,Sell to Close,Sell to Close,Close,Unknown,,Unknown
272,,2025-06-17 18:00:00,,,,1.0,1.0,68.75,68.75,4.04,64.71,13.75,68.75,64.71,5.0,0.0,SuperSignal_v7_RTH15_v43,SuperSignal_v7_RTH15_v43(BTC Daily),,Buy to Close,Buy to Close,Close,Unknown,,Unknown
274,,2025-06-18 15:00:00,,,,-1.0,1.0,-122.5,-122.5,4.04,-126.54,-24.5,-122.5,-126.54,-5.0,0.0,SuperSignal_v7_RTH15_v43,SuperSignal_v7_RTH15_v43(STC Stop),,Sell to Close,Sell to Close,Close,Unknown,,Unknown
276,,2025-06-19 18:15:00,,,,1.0,1.0,-111.25,-111.25,4.04,-115.29,-22.25,-111.25,-115.29,5.0,0.0,SuperSignal_v7_RTH15_v43,SuperSignal_v7_RTH15_v43(BTC Stop),,Buy to Close,Buy to Close,Close,Unknown,,Unknown
278,,2025-06-20 11:15:00,,,,1.0,1.0,135.0,135.0,4.04,130.96,27.0,135.0,130.96,5.0,0.0,SuperSignal_v7_RTH15_v43,SuperSignal_v7_RTH15_v43(BTC Target),,Buy to Close,Buy to Close,Close,Unknown,,Unknown
280,,2025-06-22 18:00:00,,,,1.0,1.0,-78.75,-78.75,4.04,-82.79,-15.75,-78.75,-82.79,5.0,0.0,SuperSignal_v7_RTH15_v43,SuperSignal_v7_RTH15_v43(BTC Daily),,Buy to Close,Buy to Close,Close,Unknown,,Unknown
282,,2025-06-23 18:00:00,,,,-1.0,1.0,125.0,125.0,4.04,120.96,25.0,125.0,120.96,-5.0,0.0,SuperSignal_v7_RTH15_v43,SuperSignal_v7_RTH15_v43(STC Daily),,Sell to Close,Sell to Close,Close,Unknown,,Unknown
284,,2025-06-24 18:00:00,,,,-1.0,1.0,-46.25,-46.25,4.04,-50.29,-9.25,-46.25,-50.29,-5.0,0.0,SuperSignal_v7_RTH15_v43,SuperSignal_v7_RTH15_v43(STC Daily),,Sell to Close,Sell to Close,Close,Unknown,,Unknown
286,,2025-06-25 18:00:00,,,,1.0,1.0,1.25,1.25,4.04,-2.79,0.25,1.25,-2.79,5.0,0.0,SuperSignal_v7_RTH15_v43,SuperSignal_v7_RTH15_v43(BTC Daily),,Buy to Close,Buy to Close,Close,Unknown,,Unknown
288,,2025-06-26 13:45:00,,,,-1.0,1.0,76.25,76.25,4.04,72.21,15.25,76.25,72.21,-5.0,0.0,SuperSignal_v7_RTH15_v43,SuperSignal_v7_RTH15_v43(STC Target),,Sell to Close,Sell to Close,Close,Unknown,,Unknown
290,,2025-06-26 18:00:00,,,,-1.0,1.0,5.0,5.0,4.04,0.96,1.0,5.0,0.96,-5.0,0.0,SuperSignal_v7_RTH15_v43,SuperSignal_v7_RTH15_v43(STC Daily),,Sell to Close,Sell to Close,Close,Unknown,,Unknown
292,,2025-06-30 15:30:00,,,,1.0,1.0,-76.25,-76.25,4.04,-80.29,-15.25,-76.25,-80.29,5.0,0.0,SuperSignal_v7_RTH15_v43,SuperSignal_v7_RTH15_v43(BTC Stop),,Buy to Close,Buy to Close,Close,Unknown,,Unknown
294,,2025-07-01 12:15:00,,,,1.0,1.0,-107.5,-107.5,4.04,-111.54,-21.5,-107.5,-111.54,5.0,0.0,SuperSignal_v7_RTH15_v43,SuperSignal_v7_RTH15_v43(BTC Stop),,Buy to Close,Buy to Close,Close,Unknown,,Unknown
296,,2025-07-01 18:00:00,,,,-1.0,1.0,-43.75,-43.75,4.04,-47.79,-8.75,-43.75,-47.79,-5.0,0.0,SuperSignal_v7_RTH15_v43,SuperSignal_v7_RTH15_v43(STC Daily),,Sell to Close,Sell to Close,Close,Unknown,,Unknown
298,,2025-07-02 18:00:00,,,,-1.0,1.0,32.5,32.5,4.04,28.46,6.5,32.5,28.46,-5.0,0.0,SuperSignal_v7_RTH15_v43,SuperSignal_v7_RTH15_v43(STC Daily),,Sell to Close,Sell to Close,Close,Unknown,,Unknown
300,,2025-07-08 18:00:00,,,,-1.0,1.0,-237.5,-237.5,4.04,-241.54,-47.5,-237.5,-241.54,-5.0,0.0,SuperSignal_v7_RTH15_v43,SuperSignal_v7_RTH15_v43(STC Daily),,Sell to Close,Sell to Close,Close,Unknown,,Unknown
302,,2025-07-09 16:00:00,,,,1.0,1.0,-90.0,-90.0,4.04,-94.04,-18.0,-90.0,-94.04,5.0,0.0,SuperSignal_v7_RTH15_v43,SuperSignal_v7_RTH15_v43(BTC Stop),,Buy to Close,Buy to Close,Close,Unknown,,Unknown
304,,2025-07-10 13:45:00,,,,-1.0,1.0,83.75,83.75,4.04,79.71,16.75,83.75,79.71,-5.0,0.0,SuperSignal_v7_RTH15_v43,SuperSignal_v7_RTH15_v43(STC Target),,Sell to Close,Sell to Close,Close,Unknown,,Unknown
306,,2025-07-11 16:30:00,,,,-1.0,1.0,-50.0,-50.0,4.04,-54.04,-10.0,-50.0,-54.04,-5.0,0.0,SuperSignal_v7_RTH15_v43,SuperSignal_v7_RTH15_v43(STC Stop),,Sell to Close,Sell to Close,Close,Unknown,,Unknown
308,,2025-07-14 18:00:00,,,,-1.0,1.0,50.0,50.0,4.04,45.96,10.0,50.0,45.96,-5.0,0.0,SuperSignal_v7_RTH15_v43,SuperSignal_v7_RTH15_v43(STC Daily),,Sell to Close,Sell to Close,Close,Unknown,,Unknown
310,,2025-07-15 13:00:00,,,,1.0,1.0,116.25,116.25,4.04,112.21,23.25,116.25,112.21,5.0,0.0,SuperSignal_v7_RTH15_v43,SuperSignal_v7_RTH15_v43(BTC Target),,Buy to Close,Buy to Close,Close,Unknown,,Unknown
312,,2025-07-15 16:15:00,,,,1.0,1.0,86.25,86.25,4.04,82.21,17.25,86.25,82.21,5.0,0.0,SuperSignal_v7_RTH15_v43,SuperSignal_v7_RTH15_v43(BTC Target),,Buy to Close,Buy to Close,Close,Unknown,,Unknown
314,,2025-07-17 18:00:00,,,,-1.0,1.0,90.0,90.0,4.04,85.96,18.0,90.0,85.96,-5.0,0.0,SuperSignal_v7_RTH15_v43,SuperSignal_v7_RTH15_v43(STC Daily),,Sell to Close,Sell to Close,Close,Unknown,,Unknown
316,,2025-07-20 18:00:00,,,,1.0,1.0,-35.0,-35.0,4.04,-39.04,-7.0,-35.0,-39.04,5.0,0.0,SuperSignal_v7_RTH15_v43,SuperSignal_v7_RTH15_v43(BTC Daily),,Buy to Close,Buy to Close,Close,Unknown,,Unknown
318,,2025-07-23 16:15:00,,,,-1.0,1.0,117.5,117.5,4.04,113.46,23.5,117.5,113.46,-5.0,0.0,SuperSignal_v7_RTH15_v43,SuperSignal_v7_RTH15_v43(STC Target),,Sell to Close,Sell to Close,Close,Unknown,,Unknown
320,,2025-07-24 16:00:00,,,,-1.0,1.0,-36.25,-36.25,4.04,-40.29,-7.25,-36.25,-40.29,-5.0,0.0,SuperSignal_v7_RTH15_v43,SuperSignal_v7_RTH15_v43(STC Stop),,Sell to Close,Sell to Close,Close,Unknown,,Unknown
322,,2025-07-25 13:30:00,,,,-1.0,1.0,60.0,60.0,4.04,55.96,12.0,60.0,55.96,-5.0,0.0,SuperSignal_v7_RTH15_v43,SuperSignal_v7_RTH15_v43(STC Target),,Sell to Close,Sell to Close,Close,Unknown,,Unknown
324,,2025-07-27 18:00:00,,,,-1.0,1.0,7.5,7.5,4.04,3.46,1.5,7.5,3.46,-5.0,0.0,SuperSignal_v7_RTH15_v43,SuperSignal_v7_RTH15_v43(STC Daily),,Sell to Close,Sell to Close,Close,Unknown,,Unknown
326,,2025-07-28 18:00:00,,,,1.0,1.0,-40.0,-40.0,4.04,-44.04,-8.0,-40.0,-44.04,5.0,0.0,SuperSignal_v7_RTH15_v43,SuperSignal_v7_RTH15_v43(BTC Daily),,Buy to Close,Buy to Close,Close,Unknown,,Unknown
328,,2025-07-29 11:00:00,,,,1.0,1.0,52.5,52.5,4.04,48.46,10.5,52.5,48.46,5.0,0.0,SuperSignal_v7_RTH15_v43,SuperSignal_v7_RTH15_v43(BTC Target),,Buy to Close,Buy to Close,Close,Unknown,,Unknown
330,,2025-07-29 18:00:00,,,,1.0,1.0,10.0,10.0,4.04,5.96,2.0,10.0,5.96,5.0,0.0,SuperSignal_v7_RTH15_v43,SuperSignal_v7_RTH15_v43(BTC Daily),,Buy to Close,Buy to Close,Close,Unknown,,Unknown
332,,2025-07-30 15:00:00,,,,-1.0,1.0,-72.5,-72.5,4.04,-76.54,-14.5,-72.5,-76.54,-5.0,0.0,SuperSignal_v7_RTH15_v43,SuperSignal_v7_RTH15_v43(STC Stop),,Sell to Close,Sell to Close,Close,Unknown,,Unknown
334,,2025-07-31 14:30:00,,,,1.0,1.0,210.0,210.0,4.04,205.96,42.0,210.0,205.96,5.0,0.0,SuperSignal_v7_RTH15_v43,SuperSignal_v7_RTH15_v43(BTC Target),,Buy to Close,Buy to Close,Close,Unknown,,Unknown
336,,2025-07-31 18:00:00,,,,1.0,1.0,51.25,51.25,4.04,47.21,10.25,51.25,47.21,5.0,0.0,SuperSignal_v7_RTH15_v43,SuperSignal_v7_RTH15_v43(BTC Daily),,Buy to Close,Buy to Close,Close,Unknown,,Unknown
338,,2025-08-03 18:00:00,,,,1.0,1.0,-13.75,-13.75,4.04,-17.79,-2.75,-13.75,-17.79,5.0,0.0,SuperSignal_v7_RTH15_v43,SuperSignal_v7_RTH15_v43(BTC Daily),,Buy to Close,Buy to Close,Close,Unknown,,Unknown
340,,2025-08-04 16:15:00,,,,-1.0,1.0,57.5,57.5,4.04,53.46,11.5,57.5,53.46,-5.0,0.0,SuperSignal_v7_RTH15_v43,SuperSignal_v7_RTH15_v43(STC Target),,Sell to Close,Sell to Close,Close,Unknown,,Unknown
342,,2025-08-05 18:00:00,,,,1.0,1.0,27.5,27.5,4.04,23.46,5.5,27.5,23.46,5.0,0.0,SuperSignal_v7_RTH15_v43,SuperSignal_v7_RTH15_v43(BTC Daily),,Buy to Close,Buy to Close,Close,Unknown,,Unknown
344,,2025-08-06 12:00:00,,,,-1.0,1.0,127.5,127.5,4.04,123.46,25.5,127.5,123.46,-5.0,0.0,SuperSignal_v7_RTH15_v43,SuperSignal_v7_RTH15_v43(STC Target),,Sell to Close,Sell to Close,Close,Unknown,,Unknown
346,,2025-08-07 18:00:00,,,,1.0,1.0,-122.5,-122.5,4.04,-126.54,-24.5,-122.5,-126.54,5.0,0.0,SuperSignal_v7_RTH15_v43,SuperSignal_v7_RTH15_v43(BTC Daily),,Buy to Close,Buy to Close,Close,Unknown,,Unknown
348,,2025-08-11 13:30:00,,,,-1.0,1.0,-78.75,-78.75,4.04,-82.79,-15.75,-78.75,-82.79,-5.0,0.0,SuperSignal_v7_RTH15_v43,SuperSignal_v7_RTH15_v43(STC Stop),,Sell to Close,Sell to Close,Close,Unknown,,Unknown
350,,2025-08-11 16:00:00,,,,1.0,1.0,81.25,81.25,4.04,77.21,16.25,81.25,77.21,5.0,0.0,SuperSignal_v7_RTH15_v43,SuperSignal_v7_RTH15_v43(BTC Target),,Buy to Close,Buy to Close,Close,Unknown,,Unknown
352,,2025-08-12 18:00:00,,,,-1.0,1.0,113.75,113.75,4.04,109.71,22.75,113.75,109.71,-5.0,0.0,SuperSignal_v7_RTH15_v43,SuperSignal_v7_RTH15_v43(STC Daily),,Sell to Close,Sell to Close,Close,Unknown,,Unknown
354,,2025-08-13 13:00:00,,,,1.0,1.0,67.5,67.5,4.04,63.46,13.5,67.5,63.46,5.0,0.0,SuperSignal_v7_RTH15_v43,SuperSignal_v7_RTH15_v43(BTC Target),,Buy to Close,Buy to Close,Close,Unknown,,Unknown
356,,2025-08-14 18:00:00,,,,-1.0,1.0,3.75,3.75,4.04,-0.29000000000000004,0.75,3.75,-0.29000000000000004,-5.0,0.0,SuperSignal_v7_RTH15_v43,SuperSignal_v7_RTH15_v43(STC Daily),,Sell to Close,Sell to Close,Close,Unknown,,Unknown
358,,2025-08-17 18:00:00,,,,1.0,1.0,43.75,43.75,4.04,39.71,8.75,43.75,39.71,5.0,0.0,SuperSignal_v7_RTH15_v43,SuperSignal_v7_RTH15_v43(BTC Daily),,Buy to Close,Buy to Close,Close,Unknown,,Unknown
360,,2025-08-19 13:15:00,,,,1.0,1.0,101.25,101.25,4.04,97.21,20.25,101.25,97.21,5.0,0.0,SuperSignal_v7_RTH15_v43,SuperSignal_v7_RTH15_v43(BTC Target),,Buy to Close,Buy to Close,Close,Unknown,,Unknown
362,,2025-08-20 15:30:00,,,,1.0,1.0,-135.0,-135.0,4.04,-139.04,-27.0,-135.0,-139.04,5.0,0.0,SuperSignal_v7_RTH15_v43,SuperSignal_v7_RTH15_v43(BTC Stop),,Buy to Close,Buy to Close,Close,Unknown,,Unknown
364,,2025-08-25 16:00:00,,,,-1.0,1.0,-70.0,-70.0,4.04,-74.04,-14.0,-70.0,-74.04,-5.0,0.0,SuperSignal_v7_RTH15_v43,SuperSignal_v7_RTH15_v43(STC Stop),,Sell to Close,Sell to Close,Close,Unknown,,Unknown
366,,2025-08-26 15:30:00,,,,-1.0,1.0,68.75,68.75,4.04,64.71,13.75,68.75,64.71,-5.0,0.0,SuperSignal_v7_RTH15_v43,SuperSignal_v7_RTH15_v43(STC Target),,Sell to Close,Sell to Close,Close,Unknown,,Unknown
368,,2025-08-27 15:15:00,,,,-1.0,1.0,-58.75,-58.75,4.04,-62.79,-11.75,-58.75,-62.79,-5.0,0.0,SuperSignal_v7_RTH15_v43,SuperSignal_v7_RTH15_v43(STC Stop),,Sell to Close,Sell to Close,Close,Unknown,,Unknown
370,,2025-08-28 14:00:00,,,,1.0,1.0,-110.0,-110.0,4.04,-114.04,-22.0,-110.0,-114.04,5.0,0.0,SuperSignal_v7_RTH15_v43,SuperSignal_v7_RTH15_v43(BTC Stop),,Buy to Close,Buy to Close,Close,Unknown,,Unknown
372,,2025-08-28 18:00:00,,,,-1.0,1.0,-16.25,-16.25,4.04,-20.29,-3.25,-16.25,-20.29,-5.0,0.0,SuperSignal_v7_RTH15_v43,SuperSignal_v7_RTH15_v43(STC Daily),,Sell to Close,Sell to Close,Close,Unknown,,Unknown
374,,2025-09-02 16:15:00,,,,-1.0,1.0,108.75,108.75,4.04,104.71,21.75,108.75,104.71,-5.0,0.0,SuperSignal_v7_RTH15_v43,SuperSignal_v7_RTH15_v43(STC Target),,Sell to Close,Sell to Close,Close,Unknown,,Unknown
376,,2025-09-03 13:00:00,,,,-1.0,1.0,-103.75,-103.75,4.04,-107.79,-20.75,-103.75,-107.79,-5.0,0.0,SuperSignal_v7_RTH15_v43,SuperSignal_v7_RTH15_v43(STC Stop),,Sell to Close,Sell to Close,Close,Unknown,,Unknown
378,,2025-09-03 16:00:00,,,,1.0,1.0,-98.75,-98.75,4.04,-102.79,-19.75,-98.75,-102.79,5.0,0.0,SuperSignal_v7_RTH15_v43,SuperSignal_v7_RTH15_v43(BTC Stop),,Buy to Close,Buy to Close,Close,Unknown,,Unknown
