DOW,count,sum,mean,win_rate_pct,profit_factor,low_sample_flag
Monday,28.0,941.41,33.621785714285714,53.57142857142857,1.83274509283585,True
Tuesday,24.0,892.5699999999999,37.190416666666664,50.0,1.8857497271013202,True
Wednesday,21.0,67.47999999999996,3.2133333333333316,42.857142857142854,1.0604572821100917,True
Thursday,27.0,1232.28,45.64,55.55555555555556,2.1361398462134202,True
Friday,21.0,1368.15,65.15,61.904761904761905,2.7305649017177265,True
Saturday,,,,,,True
Sunday,,,,,,True
