Id,EntryTime,ExitTime,EntryPrice,ExitPrice,Qty,TradePL,BaseStrategy,EntrySide,ExitSide,ExitReason,HoldMins,Commission,NetPL,GrossPL,Direction,Session
310,,2025-07-17 09:00:00,,,1.0,-68.75,SuperSignal_v7_PreMarket45_43,Buy to Close,Buy to Close,Close,,4.04,-72.79,-68.75,Unknown,Unknown
312,,2025-07-18 09:15:00,,,1.0,-50.0,SuperSignal_v7_PreMarket45_43,Buy to Close,Buy to Close,Close,,4.04,-54.04,-50.0,Unknown,Unknown
314,,2025-07-21 09:45:00,,,1.0,-53.75,SuperSignal_v7_PreMarket45_43,Buy to Close,Buy to Close,Close,,4.04,-57.79,-53.75,Unknown,Unknown
316,,2025-07-22 08:15:00,,,1.0,-50.0,SuperSignal_v7_PreMarket45_43,Buy to Close,Buy to Close,Close,,4.04,-54.04,-50.0,Unknown,Unknown
318,,2025-07-23 10:00:00,,,-1.0,-73.75,SuperSignal_v7_PreMarket45_43,Sell to Close,Sell to Close,Close,,4.04,-77.79,-73.75,Unknown,Unknown
320,,2025-07-24 18:00:00,,,-1.0,20.0,SuperSignal_v7_PreMarket45_43,Sell to Close,Sell to Close,Close,,4.04,15.96,20.0,Unknown,Unknown
322,,2025-07-28 09:15:00,,,1.0,50.0,SuperSignal_v7_PreMarket45_43,Buy to Close,Buy to Close,Close,,4.04,45.96,50.0,Unknown,Unknown
324,,2025-07-29 10:00:00,,,-1.0,-42.5,SuperSignal_v7_PreMarket45_43,Sell to Close,Sell to Close,Close,,4.04,-46.54,-42.5,Unknown,Unknown
326,,2025-07-31 10:00:00,,,1.0,96.25,SuperSignal_v7_PreMarket45_43,Buy to Close,Buy to Close,Close,,4.04,92.21,96.25,Unknown,Unknown
328,,2025-08-01 08:45:00,,,1.0,-92.5,SuperSignal_v7_PreMarket45_43,Buy to Close,Buy to Close,Close,,4.04,-96.54,-92.5,Unknown,Unknown
330,,2025-08-01 10:00:00,,,1.0,222.5,SuperSignal_v7_PreMarket45_43,Buy to Close,Buy to Close,Close,,4.04,218.46,222.5,Unknown,Unknown
332,,2025-08-04 09:45:00,,,-1.0,76.25,SuperSignal_v7_PreMarket45_43,Sell to Close,Sell to Close,Close,,4.04,72.21,76.25,Unknown,Unknown
334,,2025-08-05 10:30:00,,,1.0,103.75,SuperSignal_v7_PreMarket45_43,Buy to Close,Buy to Close,Close,,4.04,99.71,103.75,Unknown,Unknown
336,,2025-08-06 11:00:00,,,1.0,-91.25,SuperSignal_v7_PreMarket45_43,Buy to Close,Buy to Close,Close,,4.04,-95.29,-91.25,Unknown,Unknown
338,,2025-08-07 06:30:00,,,-1.0,112.5,SuperSignal_v7_PreMarket45_43,Sell to Close,Sell to Close,Close,,4.04,108.46,112.5,Unknown,Unknown
340,,2025-08-07 10:15:00,,,-1.0,-91.25,SuperSignal_v7_PreMarket45_43,Sell to Close,Sell to Close,Close,,4.04,-95.29,-91.25,Unknown,Unknown
342,,2025-08-08 08:30:00,,,-1.0,-23.75,SuperSignal_v7_PreMarket45_43,Sell to Close,Sell to Close,Close,,4.04,-27.79,-23.75,Unknown,Unknown
344,,2025-08-11 14:15:00,,,1.0,52.5,SuperSignal_v7_PreMarket45_43,Buy to Close,Buy to Close,Close,,4.04,48.46,52.5,Unknown,Unknown
346,,2025-08-12 08:45:00,,,1.0,-53.75,SuperSignal_v7_PreMarket45_43,Buy to Close,Buy to Close,Close,,4.04,-57.79,-53.75,Unknown,Unknown
348,,2025-08-13 09:45:00,,,-1.0,75.0,SuperSignal_v7_PreMarket45_43,Sell to Close,Sell to Close,Close,,4.04,70.96,75.0,Unknown,Unknown
350,,2025-08-14 08:45:00,,,-1.0,-46.25,SuperSignal_v7_PreMarket45_43,Sell to Close,Sell to Close,Close,,4.04,-50.29,-46.25,Unknown,Unknown
352,,2025-08-15 10:00:00,,,1.0,42.5,SuperSignal_v7_PreMarket45_43,Buy to Close,Buy to Close,Close,,4.04,38.46,42.5,Unknown,Unknown
354,,2025-08-19 09:45:00,,,-1.0,-45.0,SuperSignal_v7_PreMarket45_43,Sell to Close,Sell to Close,Close,,4.04,-49.04,-45.0,Unknown,Unknown
356,,2025-08-20 07:15:00,,,1.0,-73.75,SuperSignal_v7_PreMarket45_43,Buy to Close,Buy to Close,Close,,4.04,-77.79,-73.75,Unknown,Unknown
358,,2025-08-20 10:00:00,,,-1.0,-83.75,SuperSignal_v7_PreMarket45_43,Sell to Close,Sell to Close,Close,,4.04,-87.79,-83.75,Unknown,Unknown
360,,2025-08-21 10:00:00,,,1.0,105.0,SuperSignal_v7_PreMarket45_43,Buy to Close,Buy to Close,Close,,4.04,100.96,105.0,Unknown,Unknown
362,,2025-08-22 09:45:00,,,-1.0,80.0,SuperSignal_v7_PreMarket45_43,Sell to Close,Sell to Close,Close,,4.04,75.96,80.0,Unknown,Unknown
364,,2025-08-25 10:15:00,,,1.0,-26.25,SuperSignal_v7_PreMarket45_43,Buy to Close,Buy to Close,Close,,4.04,-30.29,-26.25,Unknown,Unknown
366,,2025-08-26 15:00:00,,,-1.0,85.0,SuperSignal_v7_PreMarket45_43,Sell to Close,Sell to Close,Close,,4.04,80.96,85.0,Unknown,Unknown
368,,2025-08-27 11:15:00,,,1.0,-96.25,SuperSignal_v7_PreMarket45_43,Buy to Close,Buy to Close,Close,,4.04,-100.29,-96.25,Unknown,Unknown
370,,2025-08-29 05:15:00,,,1.0,57.5,SuperSignal_v7_PreMarket45_43,Buy to Close,Buy to Close,Close,,4.04,53.46,57.5,Unknown,Unknown
372,,2025-08-29 10:00:00,,,1.0,53.75,SuperSignal_v7_PreMarket45_43,Buy to Close,Buy to Close,Close,,4.04,49.71,53.75,Unknown,Unknown
