giStrategy report
Symbol: /MES:XCME
Work Time: 12/18/24 10:30 AM - 9/4/25 2:00 PM


Id;Strategy;Side;Quantity;Amount;Price;Date/Time;Trade P/L;P/L;Position;
43;SuperSignal_v7_PreMarket45_43(BTO Entry);Buy to Open;1;5.0;$6,035.25;1/6/25 8:00 AM;;($152.50);5.0;
44;SuperSignal_v7_PreMarket45_43(STC Target);Sell to Close;-1;-5.0;$6,061.50;1/6/25 11:00 AM;$131.25;($13.75);0.0;
45;SuperSignal_v7_RTH15_v43(STO);Sell to Open;-1;-5.0;$6,026.25;1/6/25 2:00 PM;;($3.75);-5.0;
46;SuperSignal_v7_RTH15_v43(BTC Target);Buy to Close;1;5.0;$6,007.75;1/6/25 4:00 PM;$92.50;$78.75;0.0;
47;SuperSignal_v7_PreMarket45_43(BTO Entry);Buy to Open;1;5.0;$6,025.75;1/7/25 5:15 AM;;$82.50;5.0;
48;SuperSignal_v7_PreMarket45_43(STC Target);Sell to Close;-1;-5.0;$6,045.25;1/7/25 9:45 AM;$97.50;$176.25;0.0;
49;SuperSignal_v7_RTH15_v43(STO);Sell to Open;-1;-5.0;$5,956.00;1/7/25 3:15 PM;;$230.00;-5.0;
50;SuperSignal_v7_RTH15_v43(BTC Daily);Buy to Close;1;5.0;$5,955.00;1/7/25 6:00 PM;$5.00;$181.25;0.0;
51;SuperSignal_v7_PreMarket45_43(STO Entry);Sell to Open;-1;-5.0;$5,960.75;1/8/25 6:30 AM;;$270.00;-5.0;
52;SuperSignal_v7_PreMarket45_43(BTC Target);Buy to Close;1;5.0;$5,942.75;1/8/25 6:45 AM;$90.00;$271.25;0.0;
53;SuperSignal_v7_RTH15_v43(BTO);Buy to Open;1;5.0;$5,963.50;1/8/25 11:45 AM;;$255.00;5.0;
54;SuperSignal_v7_RTH15_v43(STC Stop);Sell to Close;-1;-5.0;$5,927.50;1/8/25 12:30 PM;($180.00);$91.25;0.0;
55;SuperSignal_v7_RTH15_v43(BTO);Buy to Open;1;5.0;$5,969.00;1/8/25 2:30 PM;;$1.25;5.0;
56;SuperSignal_v7_RTH15_v43(STC Daily);Sell to Close;-1;-5.0;$5,955.00;1/8/25 6:00 PM;($70.00);$21.25;0.0;
57;SuperSignal_v7_PreMarket45_43(BTO Entry);Buy to Open;1;5.0;$5,952.50;1/9/25 8:15 AM;;$12.50;5.0;
58;SuperSignal_v7_PreMarket45_43(STC LossLimit);Sell to Close;-1;-5.0;$5,931.00;1/9/25 6:45 PM;($107.50);($86.25);0.0;
59;SuperSignal_v7_PreMarket45_43(BTO Entry);Buy to Open;1;5.0;$5,957.25;1/10/25 6:15 AM;;($102.50);5.0;
60;SuperSignal_v7_PreMarket45_43(STC Stop);Sell to Close;-1;-5.0;$5,930.75;1/10/25 8:45 AM;($132.50);($218.75);0.0;
61;SuperSignal_v7_RTH15_v43(STO);Sell to Open;-1;-5.0;$5,882.50;1/10/25 2:15 PM;;($243.75);-5.0;
62;SuperSignal_v7_RTH15_v43(BTC Daily);Buy to Close;1;5.0;$5,861.25;1/12/25 6:00 PM;$106.25;($112.50);0.0;
63;SuperSignal_v7_PreMarket45_43(STO Entry);Sell to Open;-1;-5.0;$5,817.00;1/13/25 6:15 AM;;($121.25);-5.0;
64;SuperSignal_v7_PreMarket45_43(BTC LossLimit);Buy to Close;1;5.0;$5,846.50;1/13/25 10:45 AM;($147.50);($260.00);0.0;
65;SuperSignal_v7_RTH15_v43(BTO);Buy to Open;1;5.0;$5,868.25;1/13/25 2:45 PM;;($272.50);5.0;
66;SuperSignal_v7_RTH15_v43(STC Daily);Sell to Close;-1;-5.0;$5,882.00;1/13/25 6:00 PM;$68.75;($191.25);0.0;
67;SuperSignal_v7_RTH15_v43(STO);Sell to Open;-1;-5.0;$5,877.75;1/14/25 11:00 AM;;($142.50);-5.0;
68;SuperSignal_v7_RTH15_v43(BTC Stop);Buy to Close;1;5.0;$5,894.75;1/14/25 4:45 PM;($85.00);($276.25);0.0;
69;SuperSignal_v7_RTH15_v43(BTO);Buy to Open;1;5.0;$5,979.00;1/15/25 10:45 AM;;($307.50);5.0;
70;SuperSignal_v7_RTH15_v43(STC Daily);Sell to Close;-1;-5.0;$5,987.50;1/15/25 6:00 PM;$42.50;($233.75);0.0;
71;SuperSignal_v7_PreMarket45_43(STO Entry);Sell to Open;-1;-5.0;$6,000.00;1/16/25 7:15 AM;;($221.25);-5.0;
72;SuperSignal_v7_PreMarket45_43(BTC Target);Buy to Close;1;5.0;$5,976.25;1/16/25 10:15 AM;$118.75;($115.00);0.0;
73;SuperSignal_v7_RTH15_v43(STO);Sell to Open;-1;-5.0;$5,983.50;1/16/25 11:45 AM;;($172.50);-5.0;
74;SuperSignal_v7_RTH15_v43(BTC Target);Buy to Close;1;5.0;$5,962.75;1/16/25 4:30 PM;$103.75;($11.25);0.0;
75;SuperSignal_v7_PreMarket45_43(BTO Entry);Buy to Open;1;5.0;$5,996.25;1/17/25 5:15 AM;;($18.75);5.0;
76;SuperSignal_v7_PreMarket45_43(STC Target);Sell to Close;-1;-5.0;$6,028.75;1/17/25 9:15 AM;$162.50;$151.25;0.0;
77;SuperSignal_v7_RTH15_v43(BTO);Buy to Open;1;5.0;$6,039.25;1/17/25 11:00 AM;;$155.00;5.0;
78;SuperSignal_v7_RTH15_v43(STC Daily);Sell to Close;-1;-5.0;$6,032.50;1/19/25 6:00 PM;($33.75);$117.50;0.0;
79;SuperSignal_v7_PreMarket45_43(BTO Entry);Buy to Open;1;5.0;$6,045.25;1/20/25 8:45 AM;;$176.25;5.0;
80;SuperSignal_v7_PreMarket45_43(STC Target);Sell to Close;-1;-5.0;$6,071.50;1/20/25 9:45 AM;$131.25;$248.75;0.0;
81;SuperSignal_v7_PreMarket45_43(BTO Entry);Buy to Open;1;5.0;$6,058.25;1/21/25 7:30 AM;;$236.25;5.0;
82;SuperSignal_v7_PreMarket45_43(STC Target);Sell to Close;-1;-5.0;$6,083.25;1/21/25 1:15 PM;$125.00;$373.75;0.0;
83;SuperSignal_v7_RTH15_v43(BTO);Buy to Open;1;5.0;$6,081.25;1/21/25 2:30 PM;;$351.25;5.0;
84;SuperSignal_v7_RTH15_v43(STC Daily);Sell to Close;-1;-5.0;$6,092.25;1/21/25 6:00 PM;$55.00;$428.75;0.0;
85;SuperSignal_v7_PreMarket45_43(BTO Entry);Buy to Open;1;5.0;$6,114.75;1/22/25 7:15 AM;;$417.50;5.0;
86;SuperSignal_v7_PreMarket45_43(STC Target);Sell to Close;-1;-5.0;$6,131.25;1/22/25 11:45 AM;$82.50;$511.25;0.0;
87;SuperSignal_v7_PreMarket45_43(BTO Entry);Buy to Open;1;5.0;$6,113.00;1/23/25 7:30 AM;;$512.50;5.0;
88;SuperSignal_v7_PreMarket45_43(STC Target);Sell to Close;-1;-5.0;$6,131.75;1/23/25 11:30 AM;$93.75;$605.00;0.0;
89;SuperSignal_v7_RTH15_v43(BTO);Buy to Open;1;5.0;$6,137.00;1/23/25 3:15 PM;;$606.25;5.0;
90;SuperSignal_v7_RTH15_v43(STC Target);Sell to Close;-1;-5.0;$6,146.75;1/23/25 4:00 PM;$48.75;$653.75;0.0;
91;SuperSignal_v7_PreMarket45_43(BTO Entry);Buy to Open;1;5.0;$6,148.75;1/24/25 7:30 AM;;$636.25;5.0;
92;SuperSignal_v7_PreMarket45_43(STC Target);Sell to Close;-1;-5.0;$6,161.25;1/24/25 10:00 AM;$62.50;$716.25;0.0;
93;SuperSignal_v7_RTH15_v43(STO);Sell to Open;-1;-5.0;$6,147.25;1/24/25 10:30 AM;;$718.75;-5.0;
94;SuperSignal_v7_RTH15_v43(BTC Target);Buy to Close;1;5.0;$6,127.25;1/24/25 2:00 PM;$100.00;$816.25;0.0;
95;SuperSignal_v7_PreMarket45_43(STO Entry);Sell to Open;-1;-5.0;$6,000.00;1/27/25 9:15 AM;;$825.00;-5.0;
96;SuperSignal_v7_PreMarket45_43(BTC LossLimit);Buy to Close;1;5.0;$6,027.25;1/27/25 9:45 AM;($136.25);$680.00;0.0;
97;SuperSignal_v7_RTH15_v43(BTO);Buy to Open;1;5.0;$6,041.00;1/27/25 10:30 AM;;$703.75;5.0;
98;SuperSignal_v7_RTH15_v43(STC Daily);Sell to Close;-1;-5.0;$6,050.75;1/27/25 6:00 PM;$48.75;$728.75;0.0;
99;SuperSignal_v7_PreMarket45_43(BTO Entry);Buy to Open;1;5.0;$6,070.00;1/28/25 5:15 AM;;$733.75;5.0;
100;SuperSignal_v7_PreMarket45_43(STC LossLimit);Sell to Close;-1;-5.0;$6,049.25;1/28/25 7:30 AM;($103.75);$625.00;0.0;
101;SuperSignal_v7_PreMarket45_43(BTO Entry);Buy to Open;1;5.0;$6,060.00;1/28/25 8:15 AM;;$646.25;5.0;
102;SuperSignal_v7_PreMarket45_43(STC LossLimit);Sell to Close;-1;-5.0;$6,035.25;1/28/25 9:45 AM;($123.75);$501.25;0.0;
103;SuperSignal_v7_RTH15_v43(BTO);Buy to Open;1;5.0;$6,076.00;1/28/25 10:30 AM;;$496.25;5.0;
104;SuperSignal_v7_RTH15_v43(STC Target);Sell to Close;-1;-5.0;$6,105.00;1/28/25 3:30 PM;$145.00;$646.25;0.0;
105;SuperSignal_v7_RTH15_v43(STO);Sell to Open;-1;-5.0;$6,066.50;1/29/25 1:15 PM;;$611.25;-5.0;
106;SuperSignal_v7_RTH15_v43(BTC Stop);Buy to Close;1;5.0;$6,077.25;1/29/25 2:45 PM;($53.75);$592.50;0.0;
107;SuperSignal_v7_PreMarket45_43(STO Entry);Sell to Open;-1;-5.0;$6,082.00;1/30/25 7:15 AM;;$616.25;-5.0;
108;SuperSignal_v7_PreMarket45_43(BTC Stop);Buy to Close;1;5.0;$6,108.25;1/30/25 10:00 AM;($131.25);$461.25;0.0;
109;SuperSignal_v7_RTH15_v43(STO);Sell to Open;-1;-5.0;$6,075.75;1/30/25 10:30 AM;;$431.25;-5.0;
110;SuperSignal_v7_RTH15_v43(BTC Stop);Buy to Close;1;5.0;$6,102.25;1/30/25 2:15 PM;($132.50);$328.75;0.0;
111;SuperSignal_v7_RTH15_v43(BTO);Buy to Open;1;5.0;$6,111.00;1/30/25 3:15 PM;;$340.00;5.0;
112;SuperSignal_v7_RTH15_v43(STC Stop);Sell to Close;-1;-5.0;$6,095.50;1/30/25 3:45 PM;($77.50);$251.25;0.0;
113;SuperSignal_v7_PreMarket45_43(BTO Entry);Buy to Open;1;5.0;$6,128.00;1/31/25 7:15 AM;;$250.00;5.0;
114;SuperSignal_v7_PreMarket45_43(STC Target);Sell to Close;-1;-5.0;$6,139.75;1/31/25 10:45 AM;$58.75;$310.00;0.0;
115;SuperSignal_v7_RTH15_v43(STO);Sell to Open;-1;-5.0;$6,101.75;1/31/25 2:00 PM;;$340.00;-5.0;
116;SuperSignal_v7_RTH15_v43(BTC Target);Buy to Close;1;5.0;$6,076.50;1/31/25 2:45 PM;$126.25;$436.25;0.0;
117;SuperSignal_v7_RTH15_v43(BTO);Buy to Open;1;5.0;$6,009.25;2/3/25 10:30 AM;;$525.00;5.0;
118;SuperSignal_v7_RTH15_v43(STC Daily);Sell to Close;-1;-5.0;$6,055.25;2/3/25 6:00 PM;$230.00;$666.25;0.0;
119;SuperSignal_v7_PreMarket45_43(BTO Entry);Buy to Open;1;5.0;$6,023.00;2/4/25 9:15 AM;;$670.00;5.0;
120;SuperSignal_v7_PreMarket45_43(STC Target);Sell to Close;-1;-5.0;$6,051.50;2/4/25 10:15 AM;$142.50;$808.75;0.0;
121;SuperSignal_v7_RTH15_v43(BTO);Buy to Open;1;5.0;$6,060.25;2/4/25 3:00 PM;;$826.25;5.0;
