Id,EntryTime,ExitTime,EntryPrice,ExitPrice,EntryQty,ExitQty,QtyAbs,TradePL,GrossPL,Commission,NetPL,PointsPerContract,GrossAmount,NetAmount,AmountExit,PositionAfterExit,BaseStrategy,StrategyRaw,Symbol,EntrySide,ExitSide,ExitReason,Direction,HoldMins,Session
60,,2024-12-23 08:15:00,,,,1.0,1.0,18.75,18.75,4.04,14.71,3.75,18.75,14.71,5.0,0.0,EMA_Inversion_33,EMA_Inversion_33(BTO 1),,Buy to Close,Buy to Close,Close,Unknown,,Unknown
62,,2024-12-24 04:00:00,,,,-1.0,1.0,171.25,171.25,4.04,167.21,34.25,171.25,167.21,-5.0,0.0,EMA_Inversion_33,EMA_Inversion_33(STO -1),,Sell to Close,Sell to Close,Close,Unknown,,Unknown
64,,2024-12-26 03:15:00,,,,1.0,1.0,-296.25,-296.25,4.04,-300.29,-59.25,-296.25,-300.29,5.0,0.0,EMA_Inversion_33,EMA_Inversion_33(BTO 1),,Buy to Close,Buy to Close,Close,Unknown,,Unknown
66,,2024-12-26 07:30:00,,,,-1.0,1.0,-85.0,-85.0,4.04,-89.04,-17.0,-85.0,-89.04,-5.0,0.0,EMA_Inversion_33,EMA_Inversion_33(STC -1(53.75)),,Sell to Close,Sell to Close,Close,Unknown,,Unknown
68,,2024-12-26 07:45:00,,,,1.0,1.0,15.0,15.0,4.04,10.96,3.0,15.0,10.96,5.0,0.0,EMA_Inversion_33,EMA_Inversion_33(BTO 1),,Buy to Close,Buy to Close,Close,Unknown,,Unknown
70,,2024-12-27 09:30:00,,,,-1.0,1.0,-121.25,-121.25,4.04,-125.29,-24.25,-121.25,-125.29,-5.0,0.0,EMA_Inversion_33,EMA_Inversion_33(STC -1(0.00)),,Sell to Close,Sell to Close,Close,Unknown,,Unknown
72,,2024-12-30 04:45:00,,,,1.0,1.0,205.0,205.0,4.04,200.96,41.0,205.0,200.96,5.0,0.0,EMA_Inversion_33,EMA_Inversion_33(BTO 1),,Buy to Close,Buy to Close,Close,Unknown,,Unknown
74,,2024-12-30 06:30:00,,,,-1.0,1.0,22.5,22.5,4.04,18.46,4.5,22.5,18.46,-5.0,0.0,EMA_Inversion_33,EMA_Inversion_33(STO -1),,Sell to Close,Sell to Close,Close,Unknown,,Unknown
76,,2024-12-30 07:15:00,,,,1.0,1.0,35.0,35.0,4.04,30.96,7.0,35.0,30.96,5.0,0.0,EMA_Inversion_33,EMA_Inversion_33(BTO 1),,Buy to Close,Buy to Close,Close,Unknown,,Unknown
78,,2024-12-31 04:15:00,,,,-1.0,1.0,-202.5,-202.5,4.04,-206.54,-40.5,-202.5,-206.54,-5.0,0.0,EMA_Inversion_33,EMA_Inversion_33(STO -1),,Sell to Close,Sell to Close,Close,Unknown,,Unknown
80,,2025-01-02 03:30:00,,,,1.0,1.0,53.75,53.75,4.04,49.71,10.75,53.75,49.71,5.0,0.0,EMA_Inversion_33,EMA_Inversion_33(STC 1(81.25)),,Buy to Close,Buy to Close,Close,Unknown,,Unknown
82,,2025-01-02 04:00:00,,,,-1.0,1.0,32.5,32.5,4.04,28.46,6.5,32.5,28.46,-5.0,0.0,EMA_Inversion_33,EMA_Inversion_33(STO -1),,Sell to Close,Sell to Close,Close,Unknown,,Unknown
84,,2025-01-02 09:15:00,,,,1.0,1.0,-38.75,-38.75,4.04,-42.79,-7.75,-38.75,-42.79,5.0,0.0,EMA_Inversion_33,EMA_Inversion_33(STC 1(72.50)),,Buy to Close,Buy to Close,Close,Unknown,,Unknown
86,,2025-01-03 03:15:00,,,,-1.0,1.0,-180.0,-180.0,4.04,-184.04,-36.0,-180.0,-184.04,-5.0,0.0,EMA_Inversion_33,EMA_Inversion_33(STO -1),,Sell to Close,Sell to Close,Close,Unknown,,Unknown
88,,2025-01-03 06:45:00,,,,1.0,1.0,37.5,37.5,4.04,33.46,7.5,37.5,33.46,5.0,0.0,EMA_Inversion_33,EMA_Inversion_33(BTO 1),,Buy to Close,Buy to Close,Close,Unknown,,Unknown
90,,2025-01-03 08:30:00,,,,-1.0,1.0,38.75,38.75,4.04,34.71,7.75,38.75,34.71,-5.0,0.0,EMA_Inversion_33,EMA_Inversion_33(STO -1),,Sell to Close,Sell to Close,Close,Unknown,,Unknown
92,,2025-01-03 09:30:00,,,,1.0,1.0,-42.5,-42.5,4.04,-46.54,-8.5,-42.5,-46.54,5.0,0.0,EMA_Inversion_33,EMA_Inversion_33(STC 1(0.00)),,Buy to Close,Buy to Close,Close,Unknown,,Unknown
94,,2025-01-06 03:15:00,,,,-1.0,1.0,292.5,292.5,4.04,288.46,58.5,292.5,288.46,-5.0,0.0,EMA_Inversion_33,EMA_Inversion_33(STO -1),,Sell to Close,Sell to Close,Close,Unknown,,Unknown
96,,2025-01-07 03:15:00,,,,1.0,1.0,-56.25,-56.25,4.04,-60.29,-11.25,-56.25,-60.29,5.0,0.0,EMA_Inversion_33,EMA_Inversion_33(BTO 1),,Buy to Close,Buy to Close,Close,Unknown,,Unknown
98,,2025-01-07 03:45:00,,,,-1.0,1.0,47.5,47.5,4.04,43.46,9.5,47.5,43.46,-5.0,0.0,EMA_Inversion_33,EMA_Inversion_33(STO -1),,Sell to Close,Sell to Close,Close,Unknown,,Unknown
100,,2025-01-07 09:30:00,,,,1.0,1.0,-90.0,-90.0,4.04,-94.04,-18.0,-90.0,-94.04,5.0,0.0,EMA_Inversion_33,EMA_Inversion_33(STC 1(0.00)),,Buy to Close,Buy to Close,Close,Unknown,,Unknown
102,,2025-01-08 04:15:00,,,,-1.0,1.0,-357.5,-357.5,4.04,-361.54,-71.5,-357.5,-361.54,-5.0,0.0,EMA_Inversion_33,EMA_Inversion_33(STO -1),,Sell to Close,Sell to Close,Close,Unknown,,Unknown
104,,2025-01-08 06:30:00,,,,1.0,1.0,48.75,48.75,4.04,44.71,9.75,48.75,44.71,5.0,0.0,EMA_Inversion_33,EMA_Inversion_33(STC 1(67.50)),,Buy to Close,Buy to Close,Close,Unknown,,Unknown
106,,2025-01-08 07:00:00,,,,-1.0,1.0,-31.25,-31.25,4.04,-35.29,-6.25,-31.25,-35.29,-5.0,0.0,EMA_Inversion_33,EMA_Inversion_33(STC -1(57.50)),,Sell to Close,Sell to Close,Close,Unknown,,Unknown
108,,2025-01-08 07:15:00,,,,1.0,1.0,58.75,58.75,4.04,54.71,11.75,58.75,54.71,5.0,0.0,EMA_Inversion_33,EMA_Inversion_33(STC 1(157.50)),,Buy to Close,Buy to Close,Close,Unknown,,Unknown
110,,2025-01-08 08:30:00,,,,-1.0,1.0,47.5,47.5,4.04,43.46,9.5,47.5,43.46,-5.0,0.0,EMA_Inversion_33,EMA_Inversion_33(STC -1(50.00)),,Sell to Close,Sell to Close,Close,Unknown,,Unknown
112,,2025-01-08 08:45:00,,,,1.0,1.0,20.0,20.0,4.04,15.96,4.0,20.0,15.96,5.0,0.0,EMA_Inversion_33,EMA_Inversion_33(STC 1(130.00)),,Buy to Close,Buy to Close,Close,Unknown,,Unknown
114,,2025-01-08 09:00:00,,,,-1.0,1.0,56.25,56.25,4.04,52.21,11.25,56.25,52.21,-5.0,0.0,EMA_Inversion_33,EMA_Inversion_33(STC -1(86.25)),,Sell to Close,Sell to Close,Close,Unknown,,Unknown
116,,2025-01-08 09:15:00,,,,1.0,1.0,40.0,40.0,4.04,35.96,8.0,40.0,35.96,5.0,0.0,EMA_Inversion_33,EMA_Inversion_33(STC 1(113.75)),,Buy to Close,Buy to Close,Close,Unknown,,Unknown
118,,2025-01-09 04:45:00,,,,-1.0,1.0,6.25,6.25,4.04,2.21,1.25,6.25,2.21,-5.0,0.0,EMA_Inversion_33,EMA_Inversion_33(STO -1),,Sell to Close,Sell to Close,Close,Unknown,,Unknown
120,,2025-01-09 07:30:00,,,,1.0,1.0,41.25,41.25,4.04,37.21,8.25,41.25,37.21,5.0,0.0,EMA_Inversion_33,EMA_Inversion_33(BTO 1),,Buy to Close,Buy to Close,Close,Unknown,,Unknown
122,,2025-01-09 08:15:00,,,,-1.0,1.0,40.0,40.0,4.04,35.96,8.0,40.0,35.96,-5.0,0.0,EMA_Inversion_33,EMA_Inversion_33(STO -1),,Sell to Close,Sell to Close,Close,Unknown,,Unknown
124,,2025-01-09 09:15:00,,,,1.0,1.0,63.75,63.75,4.04,59.71,12.75,63.75,59.71,5.0,0.0,EMA_Inversion_33,EMA_Inversion_33(STC 1(62.50)),,Buy to Close,Buy to Close,Close,Unknown,,Unknown
126,,2025-01-10 03:15:00,,,,-1.0,1.0,40.0,40.0,4.04,35.96,8.0,40.0,35.96,-5.0,0.0,EMA_Inversion_33,EMA_Inversion_33(STO -1),,Sell to Close,Sell to Close,Close,Unknown,,Unknown
128,,2025-01-10 04:45:00,,,,1.0,1.0,52.5,52.5,4.04,48.46,10.5,52.5,48.46,5.0,0.0,EMA_Inversion_33,EMA_Inversion_33(STC 1(58.75)),,Buy to Close,Buy to Close,Close,Unknown,,Unknown
130,,2025-01-10 05:45:00,,,,-1.0,1.0,55.0,55.0,4.04,50.96,11.0,55.0,50.96,-5.0,0.0,EMA_Inversion_33,EMA_Inversion_33(STO -1),,Sell to Close,Sell to Close,Close,Unknown,,Unknown
132,,2025-01-10 07:15:00,,,,1.0,1.0,43.75,43.75,4.04,39.71,8.75,43.75,39.71,5.0,0.0,EMA_Inversion_33,EMA_Inversion_33(STC 1(88.75)),,Buy to Close,Buy to Close,Close,Unknown,,Unknown
134,,2025-01-10 07:45:00,,,,-1.0,1.0,41.25,41.25,4.04,37.21,8.25,41.25,37.21,-5.0,0.0,EMA_Inversion_33,EMA_Inversion_33(STO -1),,Sell to Close,Sell to Close,Close,Unknown,,Unknown
136,,2025-01-10 08:45:00,,,,1.0,1.0,210.0,210.0,4.04,205.96,42.0,210.0,205.96,5.0,0.0,EMA_Inversion_33,EMA_Inversion_33(STC 1(210.00)),,Buy to Close,Buy to Close,Close,Unknown,,Unknown
138,,2025-01-10 09:15:00,,,,-1.0,1.0,43.75,43.75,4.04,39.71,8.75,43.75,39.71,-5.0,0.0,EMA_Inversion_33,EMA_Inversion_33(STC -1(57.50)),,Sell to Close,Sell to Close,Close,Unknown,,Unknown
140,,2025-01-13 03:30:00,,,,1.0,1.0,430.0,430.0,4.04,425.96,86.0,430.0,425.96,5.0,0.0,EMA_Inversion_33,EMA_Inversion_33(BTO 1),,Buy to Close,Buy to Close,Close,Unknown,,Unknown
142,,2025-01-13 07:45:00,,,,-1.0,1.0,16.25,16.25,4.04,12.21,3.25,16.25,12.21,-5.0,0.0,EMA_Inversion_33,EMA_Inversion_33(STC -1(91.25)),,Sell to Close,Sell to Close,Close,Unknown,,Unknown
144,,2025-01-14 07:00:00,,,,1.0,1.0,-320.0,-320.0,4.04,-324.04,-64.0,-320.0,-324.04,5.0,0.0,EMA_Inversion_33,EMA_Inversion_33(BTO 1),,Buy to Close,Buy to Close,Close,Unknown,,Unknown
146,,2025-01-14 08:45:00,,,,-1.0,1.0,18.75,18.75,4.04,14.71,3.75,18.75,14.71,-5.0,0.0,EMA_Inversion_33,EMA_Inversion_33(STC -1(108.75)),,Sell to Close,Sell to Close,Close,Unknown,,Unknown
148,,2025-01-15 09:30:00,,,,1.0,1.0,-326.25,-326.25,4.04,-330.29,-65.25,-326.25,-330.29,5.0,0.0,EMA_Inversion_33,EMA_Inversion_33(STC 1(0.00)),,Buy to Close,Buy to Close,Close,Unknown,,Unknown
150,,2025-01-16 03:45:00,,,,-1.0,1.0,231.25,231.25,4.04,227.21,46.25,231.25,227.21,-5.0,0.0,EMA_Inversion_33,EMA_Inversion_33(STO -1),,Sell to Close,Sell to Close,Close,Unknown,,Unknown
152,,2025-01-16 04:45:00,,,,1.0,1.0,62.5,62.5,4.04,58.46,12.5,62.5,58.46,5.0,0.0,EMA_Inversion_33,EMA_Inversion_33(STC 1(62.50)),,Buy to Close,Buy to Close,Close,Unknown,,Unknown
154,,2025-01-16 05:30:00,,,,-1.0,1.0,48.75,48.75,4.04,44.71,9.75,48.75,44.71,-5.0,0.0,EMA_Inversion_33,EMA_Inversion_33(STO -1),,Sell to Close,Sell to Close,Close,Unknown,,Unknown
156,,2025-01-16 07:30:00,,,,1.0,1.0,53.75,53.75,4.04,49.71,10.75,53.75,49.71,5.0,0.0,EMA_Inversion_33,EMA_Inversion_33(BTO 1),,Buy to Close,Buy to Close,Close,Unknown,,Unknown
158,,2025-01-17 03:30:00,,,,-1.0,1.0,-61.25,-61.25,4.04,-65.29,-12.25,-61.25,-65.29,-5.0,0.0,EMA_Inversion_33,EMA_Inversion_33(STO -1),,Sell to Close,Sell to Close,Close,Unknown,,Unknown
160,,2025-01-20 07:15:00,,,,1.0,1.0,-235.0,-235.0,4.04,-239.04,-47.0,-235.0,-239.04,5.0,0.0,EMA_Inversion_33,EMA_Inversion_33(BTO 1),,Buy to Close,Buy to Close,Close,Unknown,,Unknown
162,,2025-01-20 08:45:00,,,,-1.0,1.0,65.0,65.0,4.04,60.96,13.0,65.0,60.96,-5.0,0.0,EMA_Inversion_33,EMA_Inversion_33(STC -1(107.50)),,Sell to Close,Sell to Close,Close,Unknown,,Unknown
164,,2025-01-20 09:30:00,,,,1.0,1.0,-92.5,-92.5,4.04,-96.54,-18.5,-92.5,-96.54,5.0,0.0,EMA_Inversion_33,EMA_Inversion_33(STC 1(0.00)),,Buy to Close,Buy to Close,Close,Unknown,,Unknown
166,,2025-01-21 03:15:00,,,,-1.0,1.0,-95.0,-95.0,4.04,-99.04,-19.0,-95.0,-99.04,-5.0,0.0,EMA_Inversion_33,EMA_Inversion_33(STO -1),,Sell to Close,Sell to Close,Close,Unknown,,Unknown
168,,2025-01-21 09:30:00,,,,1.0,1.0,-96.25,-96.25,4.04,-100.29,-19.25,-96.25,-100.29,5.0,0.0,EMA_Inversion_33,EMA_Inversion_33(STC 1(0.00)),,Buy to Close,Buy to Close,Close,Unknown,,Unknown
170,,2025-01-22 03:15:00,,,,-1.0,1.0,197.5,197.5,4.04,193.46,39.5,197.5,193.46,-5.0,0.0,EMA_Inversion_33,EMA_Inversion_33(STO -1),,Sell to Close,Sell to Close,Close,Unknown,,Unknown
172,,2025-01-22 09:30:00,,,,1.0,1.0,-63.75,-63.75,4.04,-67.79,-12.75,-63.75,-67.79,5.0,0.0,EMA_Inversion_33,EMA_Inversion_33(STC 1(0.00)),,Buy to Close,Buy to Close,Close,Unknown,,Unknown
174,,2025-01-23 07:30:00,,,,-1.0,1.0,-16.25,-16.25,4.04,-20.29,-3.25,-16.25,-20.29,-5.0,0.0,EMA_Inversion_33,EMA_Inversion_33(STO -1),,Sell to Close,Sell to Close,Close,Unknown,,Unknown
176,,2025-01-23 09:30:00,,,,1.0,1.0,-3.75,-3.75,4.04,-7.79,-0.75,-3.75,-7.79,5.0,0.0,EMA_Inversion_33,EMA_Inversion_33(STC 1(0.00)),,Buy to Close,Buy to Close,Close,Unknown,,Unknown
178,,2025-01-24 08:00:00,,,,-1.0,1.0,162.5,162.5,4.04,158.46,32.5,162.5,158.46,-5.0,0.0,EMA_Inversion_33,EMA_Inversion_33(STO -1),,Sell to Close,Sell to Close,Close,Unknown,,Unknown
180,,2025-01-24 08:45:00,,,,1.0,1.0,23.75,23.75,4.04,19.71,4.75,23.75,19.71,5.0,0.0,EMA_Inversion_33,EMA_Inversion_33(BTO 1),,Buy to Close,Buy to Close,Close,Unknown,,Unknown
182,,2025-01-24 09:30:00,,,,-1.0,1.0,53.75,53.75,4.04,49.71,10.75,53.75,49.71,-5.0,0.0,EMA_Inversion_33,EMA_Inversion_33(STO -1),,Sell to Close,Sell to Close,Close,Unknown,,Unknown
184,,2025-01-27 03:15:00,,,,1.0,1.0,608.75,608.75,4.04,604.71,121.75,608.75,604.71,5.0,0.0,EMA_Inversion_33,EMA_Inversion_33(BTO 1),,Buy to Close,Buy to Close,Close,Unknown,,Unknown
186,,2025-01-27 06:00:00,,,,-1.0,1.0,-285.0,-285.0,4.04,-289.04,-57.0,-285.0,-289.04,-5.0,0.0,EMA_Inversion_33,EMA_Inversion_33(STC -1(-41.25)),,Sell to Close,Sell to Close,Close,Unknown,,Unknown
188,,2025-01-27 06:30:00,,,,1.0,1.0,-30.0,-30.0,4.04,-34.04,-6.0,-30.0,-34.04,5.0,0.0,EMA_Inversion_33,EMA_Inversion_33(BTO 1),,Buy to Close,Buy to Close,Close,Unknown,,Unknown
190,,2025-01-27 07:15:00,,,,-1.0,1.0,73.75,73.75,4.04,69.71,14.75,73.75,69.71,-5.0,0.0,EMA_Inversion_33,EMA_Inversion_33(STC -1(61.25)),,Sell to Close,Sell to Close,Close,Unknown,,Unknown
192,,2025-01-27 09:15:00,,,,1.0,1.0,-28.75,-28.75,4.04,-32.79,-5.75,-28.75,-32.79,5.0,0.0,EMA_Inversion_33,EMA_Inversion_33(BTO 1),,Buy to Close,Buy to Close,Close,Unknown,,Unknown
194,,2025-01-27 09:30:00,,,,-1.0,1.0,-8.75,-8.75,4.04,-12.79,-1.75,-8.75,-12.79,-5.0,0.0,EMA_Inversion_33,EMA_Inversion_33(STC -1(0.00)),,Sell to Close,Sell to Close,Close,Unknown,,Unknown
196,,2025-01-28 07:00:00,,,,1.0,1.0,-308.75,-308.75,4.04,-312.79,-61.75,-308.75,-312.79,5.0,0.0,EMA_Inversion_33,EMA_Inversion_33(STC 1(56.25)),,Buy to Close,Buy to Close,Close,Unknown,,Unknown
198,,2025-01-28 08:15:00,,,,-1.0,1.0,0.0,0.0,4.04,-4.04,0.0,0.0,-4.04,-5.0,0.0,EMA_Inversion_33,EMA_Inversion_33(STC -1(53.75)),,Sell to Close,Sell to Close,Close,Unknown,,Unknown
200,,2025-01-28 08:45:00,,,,1.0,1.0,33.75,33.75,4.04,29.71,6.75,33.75,29.71,5.0,0.0,EMA_Inversion_33,EMA_Inversion_33(STC 1(90.00)),,Buy to Close,Buy to Close,Close,Unknown,,Unknown
202,,2025-01-29 03:30:00,,,,-1.0,1.0,258.75,258.75,4.04,254.71,51.75,258.75,254.71,-5.0,0.0,EMA_Inversion_33,EMA_Inversion_33(STO -1),,Sell to Close,Sell to Close,Close,Unknown,,Unknown
204,,2025-01-29 05:30:00,,,,1.0,1.0,33.75,33.75,4.04,29.71,6.75,33.75,29.71,5.0,0.0,EMA_Inversion_33,EMA_Inversion_33(BTO 1),,Buy to Close,Buy to Close,Close,Unknown,,Unknown
206,,2025-01-29 06:45:00,,,,-1.0,1.0,25.0,25.0,4.04,20.96,5.0,25.0,20.96,-5.0,0.0,EMA_Inversion_33,EMA_Inversion_33(STO -1),,Sell to Close,Sell to Close,Close,Unknown,,Unknown
208,,2025-01-29 07:30:00,,,,1.0,1.0,25.0,25.0,4.04,20.96,5.0,25.0,20.96,5.0,0.0,EMA_Inversion_33,EMA_Inversion_33(BTO 1),,Buy to Close,Buy to Close,Close,Unknown,,Unknown
210,,2025-01-29 09:30:00,,,,-1.0,1.0,-55.0,-55.0,4.04,-59.04,-11.0,-55.0,-59.04,-5.0,0.0,EMA_Inversion_33,EMA_Inversion_33(STC -1(0.00)),,Sell to Close,Sell to Close,Close,Unknown,,Unknown
212,,2025-01-30 05:00:00,,,,1.0,1.0,-15.0,-15.0,4.04,-19.04,-3.0,-15.0,-19.04,5.0,0.0,EMA_Inversion_33,EMA_Inversion_33(STC 1(55.00)),,Buy to Close,Buy to Close,Close,Unknown,,Unknown
214,,2025-01-31 04:15:00,,,,-1.0,1.0,175.0,175.0,4.04,170.96,35.0,175.0,170.96,-5.0,0.0,EMA_Inversion_33,EMA_Inversion_33(STO -1),,Sell to Close,Sell to Close,Close,Unknown,,Unknown
216,,2025-01-31 09:15:00,,,,1.0,1.0,35.0,35.0,4.04,30.96,7.0,35.0,30.96,5.0,0.0,EMA_Inversion_33,EMA_Inversion_33(BTO 1),,Buy to Close,Buy to Close,Close,Unknown,,Unknown
218,,2025-02-03 03:15:00,,,,-1.0,1.0,-723.75,-723.75,4.04,-727.79,-144.75,-723.75,-727.79,-5.0,0.0,EMA_Inversion_33,EMA_Inversion_33(STO -1),,Sell to Close,Sell to Close,Close,Unknown,,Unknown
220,,2025-02-03 03:30:00,,,,1.0,1.0,-28.75,-28.75,4.04,-32.79,-5.75,-28.75,-32.79,5.0,0.0,EMA_Inversion_33,EMA_Inversion_33(STC 1(-28.75)),,Buy to Close,Buy to Close,Close,Unknown,,Unknown
222,,2025-02-03 04:00:00,,,,-1.0,1.0,6.25,6.25,4.04,2.21,1.25,6.25,2.21,-5.0,0.0,EMA_Inversion_33,EMA_Inversion_33(STO -1),,Sell to Close,Sell to Close,Close,Unknown,,Unknown
224,,2025-02-03 07:00:00,,,,1.0,1.0,20.0,20.0,4.04,15.96,4.0,20.0,15.96,5.0,0.0,EMA_Inversion_33,EMA_Inversion_33(STC 1(52.50)),,Buy to Close,Buy to Close,Close,Unknown,,Unknown
226,,2025-02-03 08:15:00,,,,-1.0,1.0,7.5,7.5,4.04,3.46,1.5,7.5,3.46,-5.0,0.0,EMA_Inversion_33,EMA_Inversion_33(STO -1),,Sell to Close,Sell to Close,Close,Unknown,,Unknown
228,,2025-02-04 03:15:00,,,,1.0,1.0,-166.25,-166.25,4.04,-170.29,-33.25,-166.25,-170.29,5.0,0.0,EMA_Inversion_33,EMA_Inversion_33(BTO 1),,Buy to Close,Buy to Close,Close,Unknown,,Unknown
230,,2025-02-04 04:15:00,,,,-1.0,1.0,-2.5,-2.5,4.04,-6.54,-0.5,-2.5,-6.54,-5.0,0.0,EMA_Inversion_33,EMA_Inversion_33(STC -1(62.50)),,Sell to Close,Sell to Close,Close,Unknown,,Unknown
232,,2025-02-04 04:45:00,,,,1.0,1.0,20.0,20.0,4.04,15.96,4.0,20.0,15.96,5.0,0.0,EMA_Inversion_33,EMA_Inversion_33(BTO 1),,Buy to Close,Buy to Close,Close,Unknown,,Unknown
234,,2025-02-04 06:45:00,,,,-1.0,1.0,41.25,41.25,4.04,37.21,8.25,41.25,37.21,-5.0,0.0,EMA_Inversion_33,EMA_Inversion_33(STO -1),,Sell to Close,Sell to Close,Close,Unknown,,Unknown
236,,2025-02-04 09:30:00,,,,1.0,1.0,-43.75,-43.75,4.04,-47.79,-8.75,-43.75,-47.79,5.0,0.0,EMA_Inversion_33,EMA_Inversion_33(STC 1(0.00)),,Buy to Close,Buy to Close,Close,Unknown,,Unknown
238,,2025-02-05 06:15:00,,,,-1.0,1.0,46.25,46.25,4.04,42.21,9.25,46.25,42.21,-5.0,0.0,EMA_Inversion_33,EMA_Inversion_33(STC -1(53.75)),,Sell to Close,Sell to Close,Close,Unknown,,Unknown
240,,2025-02-05 09:30:00,,,,1.0,1.0,-91.25,-91.25,4.04,-95.29,-18.25,-91.25,-95.29,5.0,0.0,EMA_Inversion_33,EMA_Inversion_33(STC 1(0.00)),,Buy to Close,Buy to Close,Close,Unknown,,Unknown
242,,2025-02-06 03:45:00,,,,-1.0,1.0,261.25,261.25,4.04,257.21,52.25,261.25,257.21,-5.0,0.0,EMA_Inversion_33,EMA_Inversion_33(STO -1),,Sell to Close,Sell to Close,Close,Unknown,,Unknown
244,,2025-02-06 06:00:00,,,,1.0,1.0,42.5,42.5,4.04,38.46,8.5,42.5,38.46,5.0,0.0,EMA_Inversion_33,EMA_Inversion_33(BTO 1),,Buy to Close,Buy to Close,Close,Unknown,,Unknown
246,,2025-02-06 08:00:00,,,,-1.0,1.0,13.75,13.75,4.04,9.71,2.75,13.75,9.71,-5.0,0.0,EMA_Inversion_33,EMA_Inversion_33(STC -1(52.50)),,Sell to Close,Sell to Close,Close,Unknown,,Unknown
248,,2025-02-07 09:30:00,,,,1.0,1.0,-63.75,-63.75,4.04,-67.79,-12.75,-63.75,-67.79,5.0,0.0,EMA_Inversion_33,EMA_Inversion_33(STC 1(0.00)),,Buy to Close,Buy to Close,Close,Unknown,,Unknown
250,,2025-02-10 03:15:00,,,,-1.0,1.0,-217.5,-217.5,4.04,-221.54,-43.5,-217.5,-221.54,-5.0,0.0,EMA_Inversion_33,EMA_Inversion_33(STO -1),,Sell to Close,Sell to Close,Close,Unknown,,Unknown
252,,2025-02-11 04:30:00,,,,1.0,1.0,-15.0,-15.0,4.04,-19.04,-3.0,-15.0,-19.04,5.0,0.0,EMA_Inversion_33,EMA_Inversion_33(BTO 1),,Buy to Close,Buy to Close,Close,Unknown,,Unknown
254,,2025-02-11 08:00:00,,,,-1.0,1.0,15.0,15.0,4.04,10.96,3.0,15.0,10.96,-5.0,0.0,EMA_Inversion_33,EMA_Inversion_33(STO -1),,Sell to Close,Sell to Close,Close,Unknown,,Unknown
256,,2025-02-11 08:30:00,,,,1.0,1.0,32.5,32.5,4.04,28.46,6.5,32.5,28.46,5.0,0.0,EMA_Inversion_33,EMA_Inversion_33(BTO 1),,Buy to Close,Buy to Close,Close,Unknown,,Unknown
258,,2025-02-12 07:30:00,,,,-1.0,1.0,107.5,107.5,4.04,103.46,21.5,107.5,103.46,-5.0,0.0,EMA_Inversion_33,EMA_Inversion_33(STO -1),,Sell to Close,Sell to Close,Close,Unknown,,Unknown
260,,2025-02-12 08:45:00,,,,1.0,1.0,287.5,287.5,4.04,283.46,57.5,287.5,283.46,5.0,0.0,EMA_Inversion_33,EMA_Inversion_33(STC 1(313.75)),,Buy to Close,Buy to Close,Close,Unknown,,Unknown
262,,2025-02-12 09:15:00,,,,-1.0,1.0,-23.75,-23.75,4.04,-27.79,-4.75,-23.75,-27.79,-5.0,0.0,EMA_Inversion_33,EMA_Inversion_33(STC -1(-27.50)),,Sell to Close,Sell to Close,Close,Unknown,,Unknown
264,,2025-02-13 03:15:00,,,,1.0,1.0,-227.5,-227.5,4.04,-231.54,-45.5,-227.5,-231.54,5.0,0.0,EMA_Inversion_33,EMA_Inversion_33(BTO 1),,Buy to Close,Buy to Close,Close,Unknown,,Unknown
266,,2025-02-13 04:45:00,,,,-1.0,1.0,-7.5,-7.5,4.04,-11.54,-1.5,-7.5,-11.54,-5.0,0.0,EMA_Inversion_33,EMA_Inversion_33(STC -1(56.25)),,Sell to Close,Sell to Close,Close,Unknown,,Unknown
268,,2025-02-13 07:15:00,,,,1.0,1.0,18.75,18.75,4.04,14.71,3.75,18.75,14.71,5.0,0.0,EMA_Inversion_33,EMA_Inversion_33(BTO 1),,Buy to Close,Buy to Close,Close,Unknown,,Unknown
270,,2025-02-13 08:45:00,,,,-1.0,1.0,83.75,83.75,4.04,79.71,16.75,83.75,79.71,-5.0,0.0,EMA_Inversion_33,EMA_Inversion_33(STO -1),,Sell to Close,Sell to Close,Close,Unknown,,Unknown
272,,2025-02-13 09:30:00,,,,1.0,1.0,-3.75,-3.75,4.04,-7.79,-0.75,-3.75,-7.79,5.0,0.0,EMA_Inversion_33,EMA_Inversion_33(STC 1(0.00)),,Buy to Close,Buy to Close,Close,Unknown,,Unknown
274,,2025-02-17 05:45:00,,,,-1.0,1.0,298.75,298.75,4.04,294.71,59.75,298.75,294.71,-5.0,0.0,EMA_Inversion_33,EMA_Inversion_33(STO -1),,Sell to Close,Sell to Close,Close,Unknown,,Unknown
276,,2025-02-19 03:15:00,,,,1.0,1.0,-41.25,-41.25,4.04,-45.29,-8.25,-41.25,-45.29,5.0,0.0,EMA_Inversion_33,EMA_Inversion_33(BTO 1),,Buy to Close,Buy to Close,Close,Unknown,,Unknown
278,,2025-02-20 04:00:00,,,,-1.0,1.0,-17.5,-17.5,4.04,-21.54,-3.5,-17.5,-21.54,-5.0,0.0,EMA_Inversion_33,EMA_Inversion_33(STO -1),,Sell to Close,Sell to Close,Close,Unknown,,Unknown
