Id,EntryTime,ExitTime,EntryPrice,ExitPrice,EntryQty,ExitQty,QtyAbs,TradePL,GrossPL,Commission,NetPL,PointsPerContract,GrossAmount,NetAmount,AmountExit,PositionAfterExit,BaseStrategy,StrategyRaw,Symbol,EntrySide,ExitSide,ExitReason,Direction,HoldMins,Session
26,,2024-12-13 03:15:00,,,,-1.0,1.0,-20.0,-20.0,4.04,-24.04,-4.0,-20.0,-24.04,-5.0,0.0,EMA_Inversion_33,EMA_Inversion_33(STO -1),,Sell to Close,Sell to Close,Close,Unknown,,Unknown
28,,2024-12-16 09:30:00,,,,1.0,1.0,-362.5,-362.5,4.04,-366.54,-72.5,-362.5,-366.54,5.0,0.0,EMA_Inversion_33,EMA_Inversion_33(STC 1(0.00)),,Buy to Close,Buy to Close,Close,Unknown,,Unknown
30,,2024-12-17 09:30:00,,,,-1.0,1.0,-85.0,-85.0,4.04,-89.04,-17.0,-85.0,-89.04,-5.0,0.0,EMA_Inversion_33,EMA_Inversion_33(STC -1(0.00)),,Sell to Close,Sell to Close,Close,Unknown,,Unknown
32,,2024-12-18 09:00:00,,,,1.0,1.0,-23.75,-23.75,4.04,-27.79,-4.75,-23.75,-27.79,5.0,0.0,EMA_Inversion_33,EMA_Inversion_33(STC 1(68.75)),,Buy to Close,Buy to Close,Close,Unknown,,Unknown
34,,2024-12-18 09:30:00,,,,-1.0,1.0,-40.0,-40.0,4.04,-44.04,-8.0,-40.0,-44.04,-5.0,0.0,EMA_Inversion_33,EMA_Inversion_33(STC -1(0.00)),,Sell to Close,Sell to Close,Close,Unknown,,Unknown
36,,2024-12-19 06:00:00,,,,1.0,1.0,813.75,813.75,4.04,809.71,162.75,813.75,809.71,5.0,0.0,EMA_Inversion_33,EMA_Inversion_33(STC 1(52.50)),,Buy to Close,Buy to Close,Close,Unknown,,Unknown
38,,2024-12-19 06:15:00,,,,-1.0,1.0,18.75,18.75,4.04,14.71,3.75,18.75,14.71,-5.0,0.0,EMA_Inversion_33,EMA_Inversion_33(STO -1),,Sell to Close,Sell to Close,Close,Unknown,,Unknown
40,,2024-12-19 09:00:00,,,,1.0,1.0,-72.5,-72.5,4.04,-76.54,-14.5,-72.5,-76.54,5.0,0.0,EMA_Inversion_33,EMA_Inversion_33(STC 1(55.00)),,Buy to Close,Buy to Close,Close,Unknown,,Unknown
42,,2024-12-19 09:15:00,,,,-1.0,1.0,32.5,32.5,4.04,28.46,6.5,32.5,28.46,-5.0,0.0,EMA_Inversion_33,EMA_Inversion_33(STO -1),,Sell to Close,Sell to Close,Close,Unknown,,Unknown
44,,2024-12-19 09:30:00,,,,1.0,1.0,-13.75,-13.75,4.04,-17.79,-2.75,-13.75,-17.79,5.0,0.0,EMA_Inversion_33,EMA_Inversion_33(STC 1(0.00)),,Buy to Close,Buy to Close,Close,Unknown,,Unknown
46,,2024-12-20 06:15:00,,,,-1.0,1.0,-487.5,-487.5,4.04,-491.54,-97.5,-487.5,-491.54,-5.0,0.0,EMA_Inversion_33,EMA_Inversion_33(STC -1(51.25)),,Sell to Close,Sell to Close,Close,Unknown,,Unknown
48,,2024-12-20 06:30:00,,,,1.0,1.0,16.25,16.25,4.04,12.21,3.25,16.25,12.21,5.0,0.0,EMA_Inversion_33,EMA_Inversion_33(BTO 1),,Buy to Close,Buy to Close,Close,Unknown,,Unknown
50,,2024-12-20 07:45:00,,,,-1.0,1.0,-22.5,-22.5,4.04,-26.54,-4.5,-22.5,-26.54,-5.0,0.0,EMA_Inversion_33,EMA_Inversion_33(STC -1(72.50)),,Sell to Close,Sell to Close,Close,Unknown,,Unknown
52,,2024-12-20 08:15:00,,,,1.0,1.0,6.25,6.25,4.04,2.21,1.25,6.25,2.21,5.0,0.0,EMA_Inversion_33,EMA_Inversion_33(BTO 1),,Buy to Close,Buy to Close,Close,Unknown,,Unknown
54,,2024-12-20 08:45:00,,,,-1.0,1.0,117.5,117.5,4.04,113.46,23.5,117.5,113.46,-5.0,0.0,EMA_Inversion_33,EMA_Inversion_33(STC -1(117.50)),,Sell to Close,Sell to Close,Close,Unknown,,Unknown
56,,2024-12-20 09:30:00,,,,1.0,1.0,-8.75,-8.75,4.04,-12.79,-1.75,-8.75,-12.79,5.0,0.0,EMA_Inversion_33,EMA_Inversion_33(STC 1(0.00)),,Buy to Close,Buy to Close,Close,Unknown,,Unknown
58,,2024-12-23 07:30:00,,,,-1.0,1.0,497.5,497.5,4.04,493.46,99.5,497.5,493.46,-5.0,0.0,EMA_Inversion_33,EMA_Inversion_33(STC -1(51.25)),,Sell to Close,Sell to Close,Close,Unknown,,Unknown
