DOW,count,sum,mean,win_rate_pct,profit_factor,low_sample_flag
Monday,27.0,1501.32,55.60444444444444,44.44444444444444,2.231650190737931,True
Tuesday,25.0,297.56999999999994,11.902799999999997,44.0,1.2476159568625496,True
Wednesday,20.0,-130.31,-6.5155,40.0,0.8796757126104582,True
Thursday,23.0,800.36,34.79826086956522,56.52173913043478,1.825436769043543,True
Friday,17.0,1302.8600000000001,76.63882352941177,64.70588235294117,3.734515688949523,True
Saturday,,,,,,True
Sunday,,,,,,True
